GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
WARTERS_IR_RESPONSE_5GY	44	http://www.broadinstitute.org/gsea/msigdb/cards/WARTERS_IR_RESPONSE_5GY	0.38031	1.2517	0.2626	1	1	0.386	0.226	0.3	1	0.563
YAO_HOXA10_TARGETS_VIA_PROGESTERONE_UP	73	http://www.broadinstitute.org/gsea/msigdb/cards/YAO_HOXA10_TARGETS_VIA_PROGESTERONE_UP	0.32204	1.2502	0.1402	1	1	0.192	0.149	0.164	1	0.563
CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN	37	http://www.broadinstitute.org/gsea/msigdb/cards/CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN	0.37214	1.2501	0.1659	1	1	0.189	0.0842	0.174	1	0.554
KEGG_LINOLEIC_ACID_METABOLISM	26	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_LINOLEIC_ACID_METABOLISM	0.3834	1.2499	0.1613	1	1	0.423	0.201	0.338	1	0.546
ST_WNT_BETA_CATENIN_PATHWAY	33	http://www.broadinstitute.org/gsea/msigdb/cards/ST_WNT_BETA_CATENIN_PATHWAY	0.32824	1.2498	0.1856	1	1	0.273	0.254	0.204	1	0.539
LIU_TOPBP1_TARGETS	15	http://www.broadinstitute.org/gsea/msigdb/cards/LIU_TOPBP1_TARGETS	0.45996	1.2488	0.1231	1	1	0.133	0.0443	0.128	1	0.539
BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN	0.37953	1.2477	0.2121	1	1	0.31	0.19	0.252	1	0.539
MOOTHA_GLYCOGEN_METABOLISM	21	http://www.broadinstitute.org/gsea/msigdb/cards/MOOTHA_GLYCOGEN_METABOLISM	0.29514	1.2466	0.1687	1	1	0.19	0.176	0.157	1	0.537
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	16	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.47151	1.2428	0.1992	1	1	0.25	0.114	0.222	1	0.546
MEISSNER_NPC_ICP_WITH_H3K4ME3	17	http://www.broadinstitute.org/gsea/msigdb/cards/MEISSNER_NPC_ICP_WITH_H3K4ME3	0.4279	1.2395	0.2354	1	1	0.118	0.0176	0.116	1	0.552
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN	36	http://www.broadinstitute.org/gsea/msigdb/cards/SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN	0.39825	1.2386	0.1701	1	1	0.417	0.236	0.319	1	0.551
WARTERS_RESPONSE_TO_IR_SKIN	76	http://www.broadinstitute.org/gsea/msigdb/cards/WARTERS_RESPONSE_TO_IR_SKIN	0.37911	1.2351	0.2446	1	1	0.329	0.218	0.258	1	0.559
BOYAULT_LIVER_CANCER_SUBCLASS_G1_DN	39	http://www.broadinstitute.org/gsea/msigdb/cards/BOYAULT_LIVER_CANCER_SUBCLASS_G1_DN	0.39015	1.235	0.2215	1	1	0.308	0.176	0.254	1	0.558
NIELSEN_LEIOMYOSARCOMA_CNN1_UP	19	http://www.broadinstitute.org/gsea/msigdb/cards/NIELSEN_LEIOMYOSARCOMA_CNN1_UP	0.50812	1.2332	0.1718	1	1	0.368	0.0741	0.341	1	0.555
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	25	http://www.broadinstitute.org/gsea/msigdb/cards/ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	0.45269	1.2326	0.2024	1	1	0.2	0.0454	0.191	1	0.55
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_DN	38	http://www.broadinstitute.org/gsea/msigdb/cards/TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_DN	0.37666	1.2325	0.228	1	1	0.211	0.116	0.186	1	0.545
YU_MYC_TARGETS_DN	51	http://www.broadinstitute.org/gsea/msigdb/cards/YU_MYC_TARGETS_DN	0.31868	1.2302	0.1742	1	1	0.176	0.148	0.151	1	0.548
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	16	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.39387	1.2288	0.2254	1	1	0.5	0.354	0.323	1	0.547
MEISSNER_ES_ICP_WITH_H3K4ME3	31	http://www.broadinstitute.org/gsea/msigdb/cards/MEISSNER_ES_ICP_WITH_H3K4ME3	0.35213	1.2286	0.1832	1	1	0.0968	0.0381	0.0932	1	0.542
REACTOME_PI3K_CASCADE	68	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PI3K_CASCADE	0.29724	1.2281	0.1545	1	1	0.191	0.141	0.165	1	0.54
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_UP	36	http://www.broadinstitute.org/gsea/msigdb/cards/LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_UP	0.32553	1.2239	0.1786	1	1	0.361	0.267	0.265	1	0.551
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4	251	http://www.broadinstitute.org/gsea/msigdb/cards/SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4	0.21878	1.2237	0.07923	1	1	0.219	0.213	0.174	1	0.549
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12	277	http://www.broadinstitute.org/gsea/msigdb/cards/SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12	0.21116	1.2229	0.02213	1	1	0.166	0.185	0.137	1	0.544
PHESSE_TARGETS_OF_APC_AND_MBD2_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/PHESSE_TARGETS_OF_APC_AND_MBD2_UP	0.44631	1.2211	0.1934	1	1	0.55	0.322	0.373	1	0.545
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	62	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.35945	1.2181	0.213	1	1	0.258	0.191	0.209	1	0.549
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	36	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.36162	1.2169	0.1844	1	1	0.167	0.111	0.148	1	0.549
SCHWAB_TARGETS_OF_BMYB_POLYMORPHIC_VARIANTS_DN	17	http://www.broadinstitute.org/gsea/msigdb/cards/SCHWAB_TARGETS_OF_BMYB_POLYMORPHIC_VARIANTS_DN	0.41755	1.2147	0.2318	1	1	0.353	0.164	0.295	1	0.552
PLASARI_NFIC_TARGETS_BASAL_UP	27	http://www.broadinstitute.org/gsea/msigdb/cards/PLASARI_NFIC_TARGETS_BASAL_UP	0.35521	1.2137	0.1917	1	1	0.148	0.0738	0.137	1	0.552
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.46736	1.2121	0.2571	1	1	0.4	0.201	0.32	1	0.549
REACTOME_DEFENSINS	26	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DEFENSINS	0.46125	1.2119	0.196	1	1	0.269	0.1	0.242	1	0.546
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	50	http://www.broadinstitute.org/gsea/msigdb/cards/SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.33802	1.211	0.1954	1	1	0.08	0.0269	0.078	1	0.542
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN	41	http://www.broadinstitute.org/gsea/msigdb/cards/SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN	0.33411	1.2106	0.1533	1	1	0.317	0.149	0.27	1	0.542
STEIN_ESTROGEN_RESPONSE_NOT_VIA_ESRRA	18	http://www.broadinstitute.org/gsea/msigdb/cards/STEIN_ESTROGEN_RESPONSE_NOT_VIA_ESRRA	0.418	1.2092	0.2753	1	1	0.5	0.258	0.371	1	0.542
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.46271	1.2087	0.2371	1	1	0.4	0.201	0.32	1	0.541
GENTILE_UV_RESPONSE_CLUSTER_D5	37	http://www.broadinstitute.org/gsea/msigdb/cards/GENTILE_UV_RESPONSE_CLUSTER_D5	0.34653	1.2068	0.253	1	1	0.162	0.0959	0.147	1	0.541
PENG_GLUTAMINE_DEPRIVATION_UP	36	http://www.broadinstitute.org/gsea/msigdb/cards/PENG_GLUTAMINE_DEPRIVATION_UP	0.32527	1.2037	0.2126	1	1	0.139	0.0515	0.132	1	0.545
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_UP	186	http://www.broadinstitute.org/gsea/msigdb/cards/STARK_PREFRONTAL_CORTEX_22Q11_DELETION_UP	0.27295	1.2027	0.1491	1	1	0.194	0.158	0.164	1	0.547
PID_SMAD2_3PATHWAY	17	http://www.broadinstitute.org/gsea/msigdb/cards/PID_SMAD2_3PATHWAY	0.47056	1.2014	0.2638	1	1	0.294	0.224	0.228	1	0.546
MAGRANGEAS_MULTIPLE_MYELOMA_IGG_VS_IGA_UP	21	http://www.broadinstitute.org/gsea/msigdb/cards/MAGRANGEAS_MULTIPLE_MYELOMA_IGG_VS_IGA_UP	0.37575	1.1998	0.228	1	1	0.143	0.0666	0.133	1	0.546
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	19	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.3806	1.1988	0.2633	1	1	0.474	0.354	0.306	1	0.545
SA_PTEN_PATHWAY	17	http://www.broadinstitute.org/gsea/msigdb/cards/SA_PTEN_PATHWAY	0.41691	1.1983	0.2027	1	1	0.118	0.0179	0.116	1	0.545
WALLACE_PROSTATE_CANCER_RACE_DN	77	http://www.broadinstitute.org/gsea/msigdb/cards/WALLACE_PROSTATE_CANCER_RACE_DN	0.412	1.1981	0.2188	1	1	0.286	0.169	0.238	1	0.539
TANG_SENESCENCE_TP53_TARGETS_UP	32	http://www.broadinstitute.org/gsea/msigdb/cards/TANG_SENESCENCE_TP53_TARGETS_UP	0.41533	1.1963	0.2051	1	1	0.312	0.201	0.25	1	0.54
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	41	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	0.43516	1.1954	0.2505	1	1	0.171	0.0831	0.157	1	0.539
TOMLINS_PROSTATE_CANCER_DN	40	http://www.broadinstitute.org/gsea/msigdb/cards/TOMLINS_PROSTATE_CANCER_DN	0.38436	1.1922	0.2474	1	1	0.2	0.0819	0.184	1	0.541
SHIPP_DLBCL_CURED_VS_FATAL_UP	36	http://www.broadinstitute.org/gsea/msigdb/cards/SHIPP_DLBCL_CURED_VS_FATAL_UP	0.39683	1.192	0.2301	1	1	0.111	0.016	0.109	1	0.538
YANG_BREAST_CANCER_ESR1_LASER_UP	32	http://www.broadinstitute.org/gsea/msigdb/cards/YANG_BREAST_CANCER_ESR1_LASER_UP	0.32199	1.1901	0.2288	1	1	0.0625	0.00171	0.0625	1	0.541
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP	170	http://www.broadinstitute.org/gsea/msigdb/cards/CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP	0.28846	1.1891	0.2024	1	1	0.247	0.181	0.204	1	0.538
ST_GA13_PATHWAY	37	http://www.broadinstitute.org/gsea/msigdb/cards/ST_GA13_PATHWAY	0.30789	1.1865	0.2	1	1	0.189	0.161	0.159	1	0.544
ZHAN_MULTIPLE_MYELOMA_CD1_UP	42	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_MULTIPLE_MYELOMA_CD1_UP	0.32315	1.1859	0.253	1	1	0.19	0.166	0.159	1	0.539
BIOCARTA_HIF_PATHWAY	15	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_HIF_PATHWAY	0.40082	1.1804	0.2588	1	1	0.2	0.0722	0.186	1	0.562
TONG_INTERACT_WITH_PTTG1	55	http://www.broadinstitute.org/gsea/msigdb/cards/TONG_INTERACT_WITH_PTTG1	0.32867	1.1784	0.204	1	1	0.236	0.132	0.206	1	0.562
NADLER_OBESITY_DN	48	http://www.broadinstitute.org/gsea/msigdb/cards/NADLER_OBESITY_DN	0.30857	1.176	0.2004	1	1	0.146	0.0969	0.132	1	0.577
KEGG_TYPE_II_DIABETES_MELLITUS	46	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_TYPE_II_DIABETES_MELLITUS	0.28894	1.1759	0.2213	1	1	0.196	0.176	0.162	1	0.565
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP	74	http://www.broadinstitute.org/gsea/msigdb/cards/CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP	0.30824	1.1755	0.2224	1	1	0.108	0.0653	0.101	1	0.555
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	36	http://www.broadinstitute.org/gsea/msigdb/cards/LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	0.35561	1.1737	0.2715	1	1	0.25	0.196	0.201	1	0.563
VALK_AML_CLUSTER_4	28	http://www.broadinstitute.org/gsea/msigdb/cards/VALK_AML_CLUSTER_4	0.33827	1.1716	0.2735	1	1	0.393	0.304	0.274	1	0.566
HEDENFALK_BREAST_CANCER_BRACX_DN	20	http://www.broadinstitute.org/gsea/msigdb/cards/HEDENFALK_BREAST_CANCER_BRACX_DN	0.37641	1.1694	0.2419	1	1	0.3	0.193	0.242	1	0.58
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	48	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	0.41057	1.1686	0.2811	1	1	0.271	0.134	0.235	1	0.574
MIKKELSEN_IPS_ICP_WITH_H3K27ME3	52	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_IPS_ICP_WITH_H3K27ME3	0.32253	1.1676	0.2276	1	1	0.154	0.0814	0.142	1	0.576
KEGG_TASTE_TRANSDUCTION	48	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_TASTE_TRANSDUCTION	0.36216	1.1656	0.2354	1	1	0.167	0.0763	0.154	1	0.579
SA_TRKA_RECEPTOR	17	http://www.broadinstitute.org/gsea/msigdb/cards/SA_TRKA_RECEPTOR	0.32011	1.165	0.2671	1	1	0.0588	0.0132	0.0581	1	0.57
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	24	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.40833	1.1632	0.2705	1	1	0.25	0.108	0.223	1	0.581
MIKKELSEN_MCV6_ICP_WITH_H3K4ME3_AND_H3K27ME3	33	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_MCV6_ICP_WITH_H3K4ME3_AND_H3K27ME3	0.38912	1.1623	0.2594	1	1	0.424	0.292	0.301	1	0.579
BIOCARTA_TEL_PATHWAY	18	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TEL_PATHWAY	0.40975	1.1594	0.3244	1	1	0.5	0.313	0.344	1	0.584
KANG_AR_TARGETS_UP	17	http://www.broadinstitute.org/gsea/msigdb/cards/KANG_AR_TARGETS_UP	0.4421	1.1587	0.2682	1	1	0.118	0.00494	0.117	1	0.58
REACTOME_SIGNALING_BY_BMP	21	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_BMP	0.47226	1.1582	0.297	1	1	0.238	0.0376	0.229	1	0.579
REACTOME_GAB1_SIGNALOSOME	36	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GAB1_SIGNALOSOME	0.31917	1.1581	0.251	1	1	0.111	0.0722	0.103	1	0.575
HOLLEMAN_ASPARAGINASE_RESISTANCE_ALL_UP	22	http://www.broadinstitute.org/gsea/msigdb/cards/HOLLEMAN_ASPARAGINASE_RESISTANCE_ALL_UP	0.32753	1.1566	0.2542	1	1	0.273	0.167	0.227	1	0.576
SCHRAETS_MLL_TARGETS_UP	35	http://www.broadinstitute.org/gsea/msigdb/cards/SCHRAETS_MLL_TARGETS_UP	0.38978	1.1553	0.2472	1	1	0.314	0.152	0.267	1	0.576
FARDIN_HYPOXIA_11	31	http://www.broadinstitute.org/gsea/msigdb/cards/FARDIN_HYPOXIA_11	0.41369	1.1543	0.3422	1	1	0.29	0.121	0.255	1	0.576
SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_DN	0.30865	1.1518	0.3045	1	1	0.138	0.0695	0.128	1	0.575
CHANG_IMMORTALIZED_BY_HPV31_UP	82	http://www.broadinstitute.org/gsea/msigdb/cards/CHANG_IMMORTALIZED_BY_HPV31_UP	0.28672	1.1518	0.2088	1	1	0.366	0.267	0.269	1	0.58
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	67	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.24853	1.1504	0.2445	1	1	0.0746	0.0624	0.0702	1	0.573
POOLA_INVASIVE_BREAST_CANCER_DN	133	http://www.broadinstitute.org/gsea/msigdb/cards/POOLA_INVASIVE_BREAST_CANCER_DN	0.27724	1.1504	0.2183	1	1	0.226	0.194	0.183	1	0.578
KAYO_CALORIE_RESTRICTION_MUSCLE_DN	80	http://www.broadinstitute.org/gsea/msigdb/cards/KAYO_CALORIE_RESTRICTION_MUSCLE_DN	0.23911	1.1484	0.2475	1	1	0.225	0.212	0.178	1	0.576
LEE_NEURAL_CREST_STEM_CELL_DN	113	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_NEURAL_CREST_STEM_CELL_DN	0.30069	1.1483	0.259	1	1	0.292	0.206	0.233	1	0.571
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	42	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	0.32837	1.1463	0.2405	1	1	0.143	0.0791	0.132	1	0.576
SMID_BREAST_CANCER_LUMINAL_B_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/SMID_BREAST_CANCER_LUMINAL_B_UP	0.24254	1.1459	0.2245	1	1	0.152	0.156	0.13	1	0.572
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	30	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	0.40092	1.1458	0.3924	1	1	0.433	0.325	0.293	1	0.562
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.40474	1.1454	0.295	1	1	0.267	0.143	0.229	1	0.56
VANASSE_BCL2_TARGETS_UP	37	http://www.broadinstitute.org/gsea/msigdb/cards/VANASSE_BCL2_TARGETS_UP	0.34676	1.1447	0.2388	1	1	0.297	0.162	0.25	1	0.56
YAMASHITA_LIVER_CANCER_WITH_EPCAM_DN	15	http://www.broadinstitute.org/gsea/msigdb/cards/YAMASHITA_LIVER_CANCER_WITH_EPCAM_DN	0.42498	1.1431	0.2871	1	1	0.2	0.0783	0.184	1	0.562
PID_HIF1_TFPATHWAY	65	http://www.broadinstitute.org/gsea/msigdb/cards/PID_HIF1_TFPATHWAY	0.28575	1.1428	0.291	1	1	0.138	0.121	0.122	1	0.559
BIOCARTA_PGC1A_PATHWAY	23	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_PGC1A_PATHWAY	0.2965	1.1425	0.2922	1	1	0.391	0.307	0.271	1	0.558
ST_INTEGRIN_SIGNALING_PATHWAY	81	http://www.broadinstitute.org/gsea/msigdb/cards/ST_INTEGRIN_SIGNALING_PATHWAY	0.3041	1.1423	0.1965	1	1	0.198	0.16	0.167	1	0.555
SU_PANCREAS	50	http://www.broadinstitute.org/gsea/msigdb/cards/SU_PANCREAS	0.26197	1.1377	0.1816	1	1	0.26	0.199	0.209	1	0.567
BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_DN	35	http://www.broadinstitute.org/gsea/msigdb/cards/BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_DN	0.3253	1.1371	0.2866	1	1	0.371	0.24	0.283	1	0.563
RAY_TARGETS_OF_P210_BCR_ABL_FUSION_DN	16	http://www.broadinstitute.org/gsea/msigdb/cards/RAY_TARGETS_OF_P210_BCR_ABL_FUSION_DN	0.45287	1.1366	0.3262	1	1	0.125	0.0146	0.123	1	0.562
BIOCARTA_INSULIN_PATHWAY	21	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_INSULIN_PATHWAY	0.40856	1.1361	0.3675	1	1	0.286	0.175	0.236	1	0.561
HATADA_METHYLATED_IN_LUNG_CANCER_UP	366	http://www.broadinstitute.org/gsea/msigdb/cards/HATADA_METHYLATED_IN_LUNG_CANCER_UP	0.24161	1.1344	0.2878	1	1	0.23	0.212	0.183	1	0.563
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP	116	http://www.broadinstitute.org/gsea/msigdb/cards/ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP	0.29816	1.1324	0.2379	1	1	0.181	0.123	0.159	1	0.567
VERHAAK_GLIOBLASTOMA_CLASSICAL	156	http://www.broadinstitute.org/gsea/msigdb/cards/VERHAAK_GLIOBLASTOMA_CLASSICAL	0.21431	1.1323	0.2177	1	1	0.237	0.232	0.183	1	0.566
LI_PROSTATE_CANCER_EPIGENETIC	30	http://www.broadinstitute.org/gsea/msigdb/cards/LI_PROSTATE_CANCER_EPIGENETIC	0.34236	1.132	0.2714	1	1	0.2	0.139	0.172	1	0.561
KEGG_STARCH_AND_SUCROSE_METABOLISM	39	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_STARCH_AND_SUCROSE_METABOLISM	0.29979	1.1317	0.2387	1	1	0.154	0.0947	0.139	1	0.557
VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP	15	http://www.broadinstitute.org/gsea/msigdb/cards/VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP	0.49218	1.1313	0.2922	1	1	0.267	0.0245	0.26	1	0.556
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	29	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.27539	1.1309	0.2435	1	1	0.069	0.022	0.0675	1	0.556
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	0.47942	1.1307	0.341	1	1	0.4	0.192	0.323	1	0.552
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN	173	http://www.broadinstitute.org/gsea/msigdb/cards/CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN	0.27363	1.1291	0.293	1	1	0.358	0.297	0.253	1	0.553
RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_UP	30	http://www.broadinstitute.org/gsea/msigdb/cards/RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_UP	0.35863	1.1284	0.3044	1	1	0.333	0.277	0.241	1	0.553
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	20	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.30862	1.1273	0.2612	1	1	0.4	0.284	0.287	1	0.552
SHI_SPARC_TARGETS_UP	24	http://www.broadinstitute.org/gsea/msigdb/cards/SHI_SPARC_TARGETS_UP	0.38689	1.1266	0.2754	1	1	0.125	0.0224	0.122	1	0.553
KOBAYASHI_EGFR_SIGNALING_6HR_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/KOBAYASHI_EGFR_SIGNALING_6HR_DN	0.38627	1.1263	0.3535	1	1	0.167	0.134	0.144	1	0.552
KIM_MYCN_AMPLIFICATION_TARGETS_DN	96	http://www.broadinstitute.org/gsea/msigdb/cards/KIM_MYCN_AMPLIFICATION_TARGETS_DN	0.38426	1.125	0.3355	1	1	0.156	0.0557	0.148	1	0.552
HOWLIN_CITED1_TARGETS_2_DN	16	http://www.broadinstitute.org/gsea/msigdb/cards/HOWLIN_CITED1_TARGETS_2_DN	0.40023	1.1248	0.3247	1	1	0.125	0.0355	0.121	1	0.548
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	20	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	0.43196	1.1241	0.4429	1	1	0.25	0.152	0.212	1	0.545
TIEN_INTESTINE_PROBIOTICS_6HR_UP	53	http://www.broadinstitute.org/gsea/msigdb/cards/TIEN_INTESTINE_PROBIOTICS_6HR_UP	0.3279	1.1234	0.3	1	1	0.283	0.172	0.235	1	0.545
MAGRANGEAS_MULTIPLE_MYELOMA_IGLL_VS_IGLK_UP	41	http://www.broadinstitute.org/gsea/msigdb/cards/MAGRANGEAS_MULTIPLE_MYELOMA_IGLL_VS_IGLK_UP	0.29069	1.1227	0.3099	1	1	0.146	0.103	0.131	1	0.545
KEGG_LEISHMANIA_INFECTION	66	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_LEISHMANIA_INFECTION	0.34158	1.1222	0.3171	1	1	0.182	0.111	0.162	1	0.538
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_UP	76	http://www.broadinstitute.org/gsea/msigdb/cards/HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_UP	0.30169	1.1191	0.3154	1	1	0.316	0.233	0.243	1	0.551
BIOCARTA_MEF2D_PATHWAY	19	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MEF2D_PATHWAY	0.34741	1.119	0.3368	1	1	0.211	0.191	0.17	1	0.546
SIG_CHEMOTAXIS	45	http://www.broadinstitute.org/gsea/msigdb/cards/SIG_CHEMOTAXIS	0.3052	1.1188	0.2743	1	1	0.111	0.0789	0.103	1	0.544
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	36	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	0.33562	1.1176	0.282	1	1	0.139	0.0791	0.128	1	0.545
WONG_ENDMETRIUM_CANCER_DN	79	http://www.broadinstitute.org/gsea/msigdb/cards/WONG_ENDMETRIUM_CANCER_DN	0.40604	1.1166	0.3716	1	1	0.228	0.112	0.203	1	0.539
NIKOLSKY_BREAST_CANCER_11Q12_Q14_AMPLICON	150	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_11Q12_Q14_AMPLICON	0.26967	1.1153	0.336	1	1	0.16	0.161	0.135	1	0.538
