GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
LIU_VAV3_PROSTATE_CARCINOGENESIS_UP	83	http://www.broadinstitute.org/gsea/msigdb/cards/LIU_VAV3_PROSTATE_CARCINOGENESIS_UP	-0.44936	-1.4022	0.1471	0.35299	1	0.229	0.123	0.201	0.26338	0.039
KORKOLA_SEMINOMA_UP	42	http://www.broadinstitute.org/gsea/msigdb/cards/KORKOLA_SEMINOMA_UP	-0.55423	-1.402	0.1038	0.35277	1	0.452	0.136	0.392	0.26291	0.039
FRIDMAN_IMMORTALIZATION_DN	33	http://www.broadinstitute.org/gsea/msigdb/cards/FRIDMAN_IMMORTALIZATION_DN	-0.43435	-1.4015	0.1284	0.35333	1	0.394	0.275	0.286	0.26329	0.039
VANTVEER_BREAST_CANCER_METASTASIS_DN	113	http://www.broadinstitute.org/gsea/msigdb/cards/VANTVEER_BREAST_CANCER_METASTASIS_DN	-0.64017	-1.4009	0.1219	0.35421	1	0.451	0.126	0.396	0.26481	0.04
KRIGE_AMINO_ACID_DEPRIVATION	28	http://www.broadinstitute.org/gsea/msigdb/cards/KRIGE_AMINO_ACID_DEPRIVATION	-0.4245	-1.4006	0.09785	0.35429	1	0.357	0.259	0.265	0.2644	0.04
HAN_JNK_SINGALING_DN	38	http://www.broadinstitute.org/gsea/msigdb/cards/HAN_JNK_SINGALING_DN	-0.43749	-1.4005	0.1023	0.35392	1	0.395	0.271	0.288	0.26435	0.04
NADLER_OBESITY_UP	59	http://www.broadinstitute.org/gsea/msigdb/cards/NADLER_OBESITY_UP	-0.40515	-1.4001	0.1324	0.35397	1	0.424	0.262	0.313	0.26451	0.04
WONG_ENDMETRIUM_CANCER_UP	24	http://www.broadinstitute.org/gsea/msigdb/cards/WONG_ENDMETRIUM_CANCER_UP	-0.51633	-1.3998	0.1136	0.3542	1	0.292	0.102	0.262	0.26418	0.04
BIOCARTA_NFKB_PATHWAY	23	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_NFKB_PATHWAY	-0.44223	-1.399	0.1297	0.35551	1	0.261	0.196	0.21	0.26546	0.04
CHICAS_RB1_TARGETS_GROWING	233	http://www.broadinstitute.org/gsea/msigdb/cards/CHICAS_RB1_TARGETS_GROWING	-0.52622	-1.3984	0.1057	0.35619	1	0.378	0.147	0.325	0.26791	0.04
PID_EPHA2_FWD_PATHWAY	19	http://www.broadinstitute.org/gsea/msigdb/cards/PID_EPHA2_FWD_PATHWAY	-0.50652	-1.3981	0.09488	0.35622	1	0.526	0.247	0.397	0.26779	0.04
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN	-0.48783	-1.3981	0.08812	0.35582	1	0.211	0.0685	0.196	0.26733	0.04
WOOD_EBV_EBNA1_TARGETS_UP	106	http://www.broadinstitute.org/gsea/msigdb/cards/WOOD_EBV_EBNA1_TARGETS_UP	-0.37192	-1.3979	0.09728	0.35565	1	0.453	0.298	0.319	0.26686	0.04
PUJANA_BREAST_CANCER_LIT_INT_NETWORK	98	http://www.broadinstitute.org/gsea/msigdb/cards/PUJANA_BREAST_CANCER_LIT_INT_NETWORK	-0.5044	-1.3979	0.123	0.35507	1	0.48	0.225	0.373	0.2664	0.04
ONDER_CDH1_TARGETS_2_DN	449	http://www.broadinstitute.org/gsea/msigdb/cards/ONDER_CDH1_TARGETS_2_DN	-0.35695	-1.3976	0.08397	0.35504	1	0.252	0.157	0.216	0.2662	0.04
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_4	15	http://www.broadinstitute.org/gsea/msigdb/cards/YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_4	-0.45937	-1.3958	0.1197	0.35866	1	0.133	0.0468	0.127	0.26863	0.04
ISSAEVA_MLL2_TARGETS	58	http://www.broadinstitute.org/gsea/msigdb/cards/ISSAEVA_MLL2_TARGETS	-0.42106	-1.395	0.1036	0.35981	1	0.431	0.285	0.309	0.27375	0.04
BROWNE_HCMV_INFECTION_2HR_DN	49	http://www.broadinstitute.org/gsea/msigdb/cards/BROWNE_HCMV_INFECTION_2HR_DN	-0.441	-1.3933	0.08958	0.36329	1	0.163	0.091	0.149	0.27728	0.04
MARKS_HDAC_TARGETS_DN	15	http://www.broadinstitute.org/gsea/msigdb/cards/MARKS_HDAC_TARGETS_DN	-0.56158	-1.393	0.09307	0.36326	1	0.2	0.0474	0.191	0.2768	0.04
KLEIN_PRIMARY_EFFUSION_LYMPHOMA_UP	51	http://www.broadinstitute.org/gsea/msigdb/cards/KLEIN_PRIMARY_EFFUSION_LYMPHOMA_UP	-0.34502	-1.3926	0.08789	0.36361	1	0.235	0.154	0.199	0.27633	0.04
KEGG_OOCYTE_MEIOSIS	110	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_OOCYTE_MEIOSIS	-0.38905	-1.3925	0.07379	0.36318	1	0.318	0.192	0.258	0.27586	0.04
BURTON_ADIPOGENESIS_PEAK_AT_8HR	37	http://www.broadinstitute.org/gsea/msigdb/cards/BURTON_ADIPOGENESIS_PEAK_AT_8HR	-0.42676	-1.3923	0.04008	0.36312	1	0.378	0.188	0.308	0.27538	0.04
DARWICHE_PAPILLOMA_RISK_HIGH_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/DARWICHE_PAPILLOMA_RISK_HIGH_DN	-0.28785	-1.392	0.06564	0.3631	1	0.187	0.155	0.159	0.2756	0.04
ZEMBUTSU_SENSITIVITY_TO_VINCRISTINE	18	http://www.broadinstitute.org/gsea/msigdb/cards/ZEMBUTSU_SENSITIVITY_TO_VINCRISTINE	-0.52649	-1.3915	0.1302	0.36375	1	0.333	0.103	0.299	0.27577	0.04
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST	124	http://www.broadinstitute.org/gsea/msigdb/cards/ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST	-0.40948	-1.3914	0.09016	0.3633	1	0.363	0.236	0.279	0.27531	0.04
DOANE_RESPONSE_TO_ANDROGEN_DN	232	http://www.broadinstitute.org/gsea/msigdb/cards/DOANE_RESPONSE_TO_ANDROGEN_DN	-0.37154	-1.3912	0.08498	0.36315	1	0.272	0.161	0.23	0.27484	0.04
JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP	49	http://www.broadinstitute.org/gsea/msigdb/cards/JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP	-0.39026	-1.3912	0.06863	0.36254	1	0.327	0.231	0.251	0.27437	0.04
ZHENG_IL22_SIGNALING_DN	40	http://www.broadinstitute.org/gsea/msigdb/cards/ZHENG_IL22_SIGNALING_DN	-0.42788	-1.3909	0.06827	0.3628	1	0.275	0.128	0.24	0.2753	0.04
WIERENGA_STAT5A_TARGETS_UP	204	http://www.broadinstitute.org/gsea/msigdb/cards/WIERENGA_STAT5A_TARGETS_UP	-0.30588	-1.3908	0.06855	0.36234	1	0.216	0.177	0.179	0.27548	0.04
KEGG_CELL_CYCLE	123	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_CELL_CYCLE	-0.50736	-1.3905	0.1129	0.36236	1	0.398	0.142	0.343	0.27501	0.04
CHANG_IMMORTALIZED_BY_HPV31_DN	63	http://www.broadinstitute.org/gsea/msigdb/cards/CHANG_IMMORTALIZED_BY_HPV31_DN	-0.47621	-1.3905	0.0946	0.36177	1	0.333	0.101	0.3	0.27455	0.04
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_DN	23	http://www.broadinstitute.org/gsea/msigdb/cards/CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_DN	-0.46729	-1.3904	0.1054	0.36133	1	0.391	0.154	0.331	0.27409	0.04
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP	42	http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP	-0.65999	-1.39	0.122	0.36183	1	0.69	0.198	0.554	0.27384	0.04
XU_CREBBP_TARGETS_DN	43	http://www.broadinstitute.org/gsea/msigdb/cards/XU_CREBBP_TARGETS_DN	-0.31355	-1.3892	0.07273	0.36298	1	0.419	0.285	0.3	0.27355	0.04
HORTON_SREBF_TARGETS	24	http://www.broadinstitute.org/gsea/msigdb/cards/HORTON_SREBF_TARGETS	-0.4327	-1.3886	0.1077	0.36371	1	0.417	0.298	0.293	0.27562	0.04
WATTEL_AUTONOMOUS_THYROID_ADENOMA_UP	70	http://www.broadinstitute.org/gsea/msigdb/cards/WATTEL_AUTONOMOUS_THYROID_ADENOMA_UP	-0.34846	-1.3885	0.09034	0.36326	1	0.143	0.135	0.124	0.27531	0.04
PID_AVB3_OPN_PATHWAY	31	http://www.broadinstitute.org/gsea/msigdb/cards/PID_AVB3_OPN_PATHWAY	-0.47723	-1.388	0.07185	0.36391	1	0.387	0.209	0.306	0.27487	0.04
HOWLIN_CITED1_TARGETS_2_UP	16	http://www.broadinstitute.org/gsea/msigdb/cards/HOWLIN_CITED1_TARGETS_2_UP	-0.56397	-1.3878	0.08269	0.36385	1	0.438	0.179	0.359	0.27624	0.04
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	20	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	-0.54996	-1.3873	0.114	0.36429	1	0.45	0.129	0.392	0.27663	0.04
WANG_TUMOR_INVASIVENESS_DN	201	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_TUMOR_INVASIVENESS_DN	-0.40896	-1.3871	0.1	0.36427	1	0.363	0.238	0.279	0.27701	0.04
PID_P53_DOWNSTREAM_PATHWAY	131	http://www.broadinstitute.org/gsea/msigdb/cards/PID_P53_DOWNSTREAM_PATHWAY	-0.34564	-1.3868	0.07863	0.36441	1	0.206	0.146	0.177	0.27656	0.04
PID_AURORA_B_PATHWAY	39	http://www.broadinstitute.org/gsea/msigdb/cards/PID_AURORA_B_PATHWAY	-0.68649	-1.3855	0.1129	0.36662	1	0.359	0.0566	0.339	0.27839	0.04
LEE_LIVER_CANCER_SURVIVAL_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_LIVER_CANCER_SURVIVAL_DN	-0.515	-1.3853	0.09449	0.36629	1	0.41	0.174	0.34	0.27793	0.04
RIZKI_TUMOR_INVASIVENESS_2D_UP	68	http://www.broadinstitute.org/gsea/msigdb/cards/RIZKI_TUMOR_INVASIVENESS_2D_UP	-0.29944	-1.3851	0.07466	0.3661	1	0.147	0.0866	0.135	0.27747	0.04
MORI_SMALL_PRE_BII_LYMPHOCYTE_DN	72	http://www.broadinstitute.org/gsea/msigdb/cards/MORI_SMALL_PRE_BII_LYMPHOCYTE_DN	-0.42327	-1.3843	0.06299	0.36755	1	0.292	0.16	0.246	0.27998	0.04
LI_DCP2_BOUND_MRNA	88	http://www.broadinstitute.org/gsea/msigdb/cards/LI_DCP2_BOUND_MRNA	-0.29654	-1.3836	0.1325	0.36861	1	0.25	0.21	0.198	0.2805	0.04
PODAR_RESPONSE_TO_ADAPHOSTIN_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/PODAR_RESPONSE_TO_ADAPHOSTIN_DN	-0.58384	-1.3835	0.07663	0.36813	1	0.389	0.163	0.326	0.28004	0.04
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	56	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-0.51275	-1.3832	0.1575	0.36843	1	0.429	0.216	0.337	0.27974	0.04
BIOCARTA_TFF_PATHWAY	21	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TFF_PATHWAY	-0.47655	-1.3831	0.112	0.36741	1	0.381	0.209	0.301	0.27883	0.04
REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	28	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	-0.39216	-1.3831	0.1198	0.36789	1	0.393	0.258	0.292	0.27928	0.04
WALLACE_PROSTATE_CANCER_RACE_UP	275	http://www.broadinstitute.org/gsea/msigdb/cards/WALLACE_PROSTATE_CANCER_RACE_UP	-0.41876	-1.3828	0.1443	0.36744	1	0.338	0.203	0.273	0.28	0.04
PEART_HDAC_PROLIFERATION_CLUSTER_UP	55	http://www.broadinstitute.org/gsea/msigdb/cards/PEART_HDAC_PROLIFERATION_CLUSTER_UP	-0.42501	-1.3826	0.05159	0.36723	1	0.291	0.184	0.238	0.28019	0.039
MAHADEVAN_GIST_MORPHOLOGICAL_SWITCH	15	http://www.broadinstitute.org/gsea/msigdb/cards/MAHADEVAN_GIST_MORPHOLOGICAL_SWITCH	-0.61974	-1.3824	0.1341	0.36663	1	0.333	0.0997	0.3	0.27928	0.039
PENG_LEUCINE_DEPRIVATION_DN	182	http://www.broadinstitute.org/gsea/msigdb/cards/PENG_LEUCINE_DEPRIVATION_DN	-0.46294	-1.3824	0.1283	0.36713	1	0.319	0.171	0.266	0.27974	0.039
MCGARVEY_SILENCED_BY_METHYLATION_IN_COLON_CANCER	41	http://www.broadinstitute.org/gsea/msigdb/cards/MCGARVEY_SILENCED_BY_METHYLATION_IN_COLON_CANCER	-0.42999	-1.3822	0.07692	0.36652	1	0.146	0.0518	0.139	0.27887	0.039
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_UP	19	http://www.broadinstitute.org/gsea/msigdb/cards/GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_UP	-0.44288	-1.3821	0.1	0.36607	1	0.211	0.0731	0.195	0.27842	0.039
HINATA_NFKB_TARGETS_FIBROBLAST_UP	82	http://www.broadinstitute.org/gsea/msigdb/cards/HINATA_NFKB_TARGETS_FIBROBLAST_UP	-0.43108	-1.3813	0.1173	0.36724	1	0.439	0.259	0.326	0.27797	0.039
REACTOME_LAGGING_STRAND_SYNTHESIS	19	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_LAGGING_STRAND_SYNTHESIS	-0.63268	-1.3812	0.1429	0.36688	1	0.316	0.0801	0.291	0.27752	0.039
RIZKI_TUMOR_INVASIVENESS_3D_DN	255	http://www.broadinstitute.org/gsea/msigdb/cards/RIZKI_TUMOR_INVASIVENESS_3D_DN	-0.29999	-1.3808	0.024	0.36743	1	0.275	0.202	0.221	0.2777	0.039
MATZUK_IMPLANTATION_AND_UTERINE	22	http://www.broadinstitute.org/gsea/msigdb/cards/MATZUK_IMPLANTATION_AND_UTERINE	-0.44027	-1.3795	0.05162	0.36959	1	0.227	0.0721	0.211	0.28143	0.039
LANDIS_BREAST_CANCER_PROGRESSION_DN	69	http://www.broadinstitute.org/gsea/msigdb/cards/LANDIS_BREAST_CANCER_PROGRESSION_DN	-0.38449	-1.3791	0.1286	0.36988	1	0.449	0.289	0.32	0.28262	0.039
DAIRKEE_TERT_TARGETS_UP	352	http://www.broadinstitute.org/gsea/msigdb/cards/DAIRKEE_TERT_TARGETS_UP	-0.26054	-1.3785	0.1	0.37095	1	0.261	0.23	0.204	0.28217	0.04
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	26	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	-0.33346	-1.3782	0.1021	0.37085	1	0.385	0.226	0.298	0.28249	0.04
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_DN	106	http://www.broadinstitute.org/gsea/msigdb/cards/RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_DN	-0.31868	-1.378	0.0748	0.37065	1	0.16	0.117	0.142	0.28254	0.04
SANA_TNF_SIGNALING_UP	78	http://www.broadinstitute.org/gsea/msigdb/cards/SANA_TNF_SIGNALING_UP	-0.5151	-1.3774	0.1641	0.37097	1	0.5	0.227	0.387	0.2827	0.04
JI_RESPONSE_TO_FSH_DN	56	http://www.broadinstitute.org/gsea/msigdb/cards/JI_RESPONSE_TO_FSH_DN	-0.49323	-1.3774	0.1258	0.37152	1	0.411	0.218	0.322	0.28315	0.04
REICHERT_MITOSIS_LIN9_TARGETS	28	http://www.broadinstitute.org/gsea/msigdb/cards/REICHERT_MITOSIS_LIN9_TARGETS	-0.79913	-1.3769	0.09543	0.37139	1	0.571	0.0608	0.537	0.28243	0.039
ALONSO_METASTASIS_NEURAL_UP	16	http://www.broadinstitute.org/gsea/msigdb/cards/ALONSO_METASTASIS_NEURAL_UP	-0.56463	-1.3767	0.1607	0.37116	1	0.5	0.21	0.395	0.28227	0.039
ZIRN_TRETINOIN_RESPONSE_WT1_UP	21	http://www.broadinstitute.org/gsea/msigdb/cards/ZIRN_TRETINOIN_RESPONSE_WT1_UP	-0.55313	-1.3764	0.136	0.37078	1	0.429	0.155	0.363	0.28194	0.039
TSAI_RESPONSE_TO_IONIZING_RADIATION	144	http://www.broadinstitute.org/gsea/msigdb/cards/TSAI_RESPONSE_TO_IONIZING_RADIATION	-0.31856	-1.3764	0.07308	0.3712	1	0.271	0.215	0.214	0.28238	0.039
RICKMAN_METASTASIS_DN	244	http://www.broadinstitute.org/gsea/msigdb/cards/RICKMAN_METASTASIS_DN	-0.30538	-1.3762	0.1107	0.37076	1	0.279	0.226	0.218	0.28149	0.039
BURTON_ADIPOGENESIS_PEAK_AT_0HR	60	http://www.broadinstitute.org/gsea/msigdb/cards/BURTON_ADIPOGENESIS_PEAK_AT_0HR	-0.37807	-1.3761	0.0947	0.37031	1	0.45	0.267	0.331	0.28105	0.039
VALK_AML_WITH_FLT3_ITD	39	http://www.broadinstitute.org/gsea/msigdb/cards/VALK_AML_WITH_FLT3_ITD	-0.42322	-1.3756	0.09369	0.37084	1	0.333	0.182	0.273	0.28181	0.039
BIOCARTA_MCM_PATHWAY	18	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MCM_PATHWAY	-0.71244	-1.3737	0.1275	0.37479	1	0.611	0.0991	0.551	0.28406	0.041
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	76	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	-0.52474	-1.3737	0.1203	0.37422	1	0.355	0.129	0.31	0.28361	0.041
YEGNASUBRAMANIAN_PROSTATE_CANCER	116	http://www.broadinstitute.org/gsea/msigdb/cards/YEGNASUBRAMANIAN_PROSTATE_CANCER	-0.33725	-1.3732	0.03683	0.37483	1	0.198	0.119	0.175	0.28354	0.041
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	-0.58285	-1.373	0.1379	0.37456	1	0.333	0.14	0.287	0.28347	0.04
PID_WNT_NONCANONICAL_PATHWAY	32	http://www.broadinstitute.org/gsea/msigdb/cards/PID_WNT_NONCANONICAL_PATHWAY	-0.49683	-1.3726	0.09709	0.37479	1	0.5	0.257	0.372	0.2831	0.04
BROWNE_HCMV_INFECTION_24HR_UP	141	http://www.broadinstitute.org/gsea/msigdb/cards/BROWNE_HCMV_INFECTION_24HR_UP	-0.41293	-1.3726	0.08932	0.37422	1	0.411	0.232	0.318	0.28266	0.04
MCCLUNG_COCAIN_REWARD_4WK	74	http://www.broadinstitute.org/gsea/msigdb/cards/MCCLUNG_COCAIN_REWARD_4WK	-0.34239	-1.3724	0.07992	0.37412	1	0.297	0.178	0.245	0.28278	0.04
PID_DNA_PK_PATHWAY	15	http://www.broadinstitute.org/gsea/msigdb/cards/PID_DNA_PK_PATHWAY	-0.45371	-1.3723	0.1235	0.37369	1	0.133	0.0807	0.123	0.28234	0.039
FOURNIER_ACINAR_DEVELOPMENT_LATE_DN	21	http://www.broadinstitute.org/gsea/msigdb/cards/FOURNIER_ACINAR_DEVELOPMENT_LATE_DN	-0.66114	-1.3716	0.07088	0.37493	1	0.619	0.127	0.541	0.2832	0.04
REACTOME_M_G1_TRANSITION	78	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_M_G1_TRANSITION	-0.58587	-1.371	0.1382	0.3756	1	0.359	0.0991	0.324	0.28317	0.041
PUJANA_XPRSS_INT_NETWORK	165	http://www.broadinstitute.org/gsea/msigdb/cards/PUJANA_XPRSS_INT_NETWORK	-0.56952	-1.3707	0.1569	0.37572	1	0.43	0.154	0.367	0.28273	0.041
BHATTACHARYA_EMBRYONIC_STEM_CELL	86	http://www.broadinstitute.org/gsea/msigdb/cards/BHATTACHARYA_EMBRYONIC_STEM_CELL	-0.50692	-1.3707	0.1295	0.37516	1	0.442	0.225	0.343	0.28229	0.041
SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER	41	http://www.broadinstitute.org/gsea/msigdb/cards/SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER	-0.37271	-1.3693	0.1132	0.37767	1	0.244	0.185	0.199	0.28549	0.041
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP	15	http://www.broadinstitute.org/gsea/msigdb/cards/BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP	-0.57109	-1.3692	0.1167	0.37746	1	0.6	0.236	0.458	0.28711	0.041
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	18	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	-0.50276	-1.3682	0.09486	0.37893	1	0.5	0.266	0.367	0.28826	0.041
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	33	http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	-0.43244	-1.3677	0.08206	0.37944	1	0.273	0.145	0.234	0.28802	0.042
OSADA_ASCL1_TARGETS_DN	24	http://www.broadinstitute.org/gsea/msigdb/cards/OSADA_ASCL1_TARGETS_DN	-0.48974	-1.3674	0.1187	0.37952	1	0.417	0.264	0.307	0.28759	0.042
PROVENZANI_METASTASIS_DN	131	http://www.broadinstitute.org/gsea/msigdb/cards/PROVENZANI_METASTASIS_DN	-0.35431	-1.3669	0.1027	0.37997	1	0.321	0.192	0.26	0.28733	0.042
REACTOME_BASIGIN_INTERACTIONS	24	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_BASIGIN_INTERACTIONS	-0.38361	-1.3664	0.0888	0.38005	1	0.333	0.28	0.24	0.28851	0.042
HELLER_HDAC_TARGETS_UP	288	http://www.broadinstitute.org/gsea/msigdb/cards/HELLER_HDAC_TARGETS_UP	-0.31344	-1.3664	0.0499	0.38062	1	0.181	0.118	0.161	0.28895	0.042
SCHLOSSER_SERUM_RESPONSE_AUGMENTED_BY_MYC	100	http://www.broadinstitute.org/gsea/msigdb/cards/SCHLOSSER_SERUM_RESPONSE_AUGMENTED_BY_MYC	-0.2699	-1.3662	0.123	0.37989	1	0.25	0.236	0.192	0.28807	0.042
WANG_THOC1_TARGETS_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_THOC1_TARGETS_DN	-0.45157	-1.3653	0.1385	0.38142	1	0.316	0.16	0.266	0.28952	0.043
CUI_TCF21_TARGETS_DN	31	http://www.broadinstitute.org/gsea/msigdb/cards/CUI_TCF21_TARGETS_DN	-0.44101	-1.3644	0.08055	0.38301	1	0.29	0.178	0.239	0.2904	0.043
PID_TOLL_ENDOGENOUS_PATHWAY	25	http://www.broadinstitute.org/gsea/msigdb/cards/PID_TOLL_ENDOGENOUS_PATHWAY	-0.43483	-1.3639	0.08772	0.38364	1	0.2	0.0573	0.189	0.29149	0.043
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN	-0.45536	-1.3638	0.1464	0.3833	1	0.241	0.103	0.217	0.29105	0.043
PID_CERAMIDE_PATHWAY	48	http://www.broadinstitute.org/gsea/msigdb/cards/PID_CERAMIDE_PATHWAY	-0.39893	-1.3634	0.1131	0.38367	1	0.479	0.329	0.322	0.29138	0.043
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_DN	43	http://www.broadinstitute.org/gsea/msigdb/cards/SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_DN	-0.44813	-1.3633	0.1181	0.38318	1	0.372	0.197	0.299	0.29153	0.043
DORN_ADENOVIRUS_INFECTION_12HR_UP	29	http://www.broadinstitute.org/gsea/msigdb/cards/DORN_ADENOVIRUS_INFECTION_12HR_UP	-0.47137	-1.363	0.1386	0.38344	1	0.345	0.233	0.265	0.29109	0.043
KEGG_PENTOSE_PHOSPHATE_PATHWAY	26	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PENTOSE_PHOSPHATE_PATHWAY	-0.41075	-1.3628	0.1101	0.38332	1	0.346	0.197	0.278	0.29065	0.043
MMS_MOUSE_LYMPH_HIGH_4HRS_UP	34	http://www.broadinstitute.org/gsea/msigdb/cards/MMS_MOUSE_LYMPH_HIGH_4HRS_UP	-0.56936	-1.3626	0.1325	0.38302	1	0.5	0.232	0.384	0.29022	0.043
KIM_ALL_DISORDERS_DURATION_CORR_DN	141	http://www.broadinstitute.org/gsea/msigdb/cards/KIM_ALL_DISORDERS_DURATION_CORR_DN	-0.24293	-1.3618	0.09015	0.38429	1	0.248	0.226	0.193	0.29197	0.043
REACTOME_MICRORNA_MIRNA_BIOGENESIS	18	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MICRORNA_MIRNA_BIOGENESIS	-0.50854	-1.3615	0.1485	0.38462	1	0.222	0.0933	0.202	0.29199	0.043
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	31	http://www.broadinstitute.org/gsea/msigdb/cards/STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	-0.45397	-1.361	0.1012	0.38522	1	0.387	0.211	0.306	0.29185	0.043
KUNINGER_IGF1_VS_PDGFB_TARGETS_UP	78	http://www.broadinstitute.org/gsea/msigdb/cards/KUNINGER_IGF1_VS_PDGFB_TARGETS_UP	-0.31694	-1.3608	0.05085	0.38501	1	0.141	0.107	0.126	0.29142	0.043
FERNANDEZ_BOUND_BY_MYC	179	http://www.broadinstitute.org/gsea/msigdb/cards/FERNANDEZ_BOUND_BY_MYC	-0.26123	-1.3602	0.05263	0.38536	1	0.229	0.191	0.187	0.29055	0.043
LEE_LIVER_CANCER_E2F1_UP	60	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_LIVER_CANCER_E2F1_UP	-0.43815	-1.3602	0.1214	0.38589	1	0.35	0.17	0.291	0.29098	0.043
HUANG_GATA2_TARGETS_DN	68	http://www.broadinstitute.org/gsea/msigdb/cards/HUANG_GATA2_TARGETS_DN	-0.3445	-1.3599	0.0781	0.3856	1	0.132	0.104	0.119	0.29012	0.043
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN	-0.33132	-1.3597	0.03333	0.38542	1	0.203	0.102	0.184	0.29068	0.043
