GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
BENPORATH_PROLIFERATION	138	http://www.broadinstitute.org/gsea/msigdb/cards/BENPORATH_PROLIFERATION	-0.55425	-1.3769	0.1474	0.4605	1	0.362	0.083	0.334	0.32766	0.083
MARKEY_RB1_ACUTE_LOF_DN	219	http://www.broadinstitute.org/gsea/msigdb/cards/MARKEY_RB1_ACUTE_LOF_DN	-0.47318	-1.3687	0.1348	0.48413	1	0.311	0.0707	0.292	0.34958	0.093
WONG_ENDMETRIUM_CANCER_UP	24	http://www.broadinstitute.org/gsea/msigdb/cards/WONG_ENDMETRIUM_CANCER_UP	-0.65409	-1.3676	0.07102	0.4837	1	0.5	0.17	0.415	0.34784	0.092
BENPORATH_ES_CORE_NINE_CORRELATED	100	http://www.broadinstitute.org/gsea/msigdb/cards/BENPORATH_ES_CORE_NINE_CORRELATED	-0.45775	-1.3649	0.1273	0.48872	1	0.34	0.0989	0.308	0.353	0.094
LIN_APC_TARGETS	75	http://www.broadinstitute.org/gsea/msigdb/cards/LIN_APC_TARGETS	-0.47298	-1.3644	0.09237	0.48612	1	0.573	0.244	0.435	0.35092	0.092
MURAKAMI_UV_RESPONSE_24HR	19	http://www.broadinstitute.org/gsea/msigdb/cards/MURAKAMI_UV_RESPONSE_24HR	-0.53533	-1.3595	0.1078	0.49857	1	0.368	0.13	0.321	0.35994	0.097
ZHANG_TLX_TARGETS_60HR_DN	263	http://www.broadinstitute.org/gsea/msigdb/cards/ZHANG_TLX_TARGETS_60HR_DN	-0.50044	-1.3584	0.1551	0.49823	1	0.357	0.0905	0.329	0.36069	0.094
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	16	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	-0.51516	-1.358	0.06863	0.49514	1	0.375	0.105	0.336	0.35755	0.093
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	-0.585	-1.3575	0.1426	0.49291	1	0.467	0.187	0.379	0.35508	0.093
NIELSEN_SYNOVIAL_SARCOMA_UP	18	http://www.broadinstitute.org/gsea/msigdb/cards/NIELSEN_SYNOVIAL_SARCOMA_UP	-0.58707	-1.3569	0.1071	0.49059	1	0.611	0.183	0.5	0.35408	0.091
PODAR_RESPONSE_TO_ADAPHOSTIN_DN	17	http://www.broadinstitute.org/gsea/msigdb/cards/PODAR_RESPONSE_TO_ADAPHOSTIN_DN	-0.5396	-1.3552	0.09709	0.49214	1	0.412	0.0564	0.389	0.35564	0.092
AFFAR_YY1_TARGETS_DN	225	http://www.broadinstitute.org/gsea/msigdb/cards/AFFAR_YY1_TARGETS_DN	-0.41728	-1.3551	0.09234	0.48846	1	0.307	0.106	0.277	0.35361	0.089
YU_BAP1_TARGETS	29	http://www.broadinstitute.org/gsea/msigdb/cards/YU_BAP1_TARGETS	-0.5607	-1.3535	0.1359	0.48965	1	0.379	0.0692	0.354	0.35462	0.09
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN	25	http://www.broadinstitute.org/gsea/msigdb/cards/SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN	-0.5695	-1.3521	0.09298	0.49022	1	0.48	0.109	0.428	0.35399	0.09
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	361	http://www.broadinstitute.org/gsea/msigdb/cards/LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	-0.41771	-1.352	0.114	0.48654	1	0.355	0.14	0.31	0.35109	0.089
BIOCARTA_MCM_PATHWAY	18	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MCM_PATHWAY	-0.60451	-1.351	0.1384	0.48619	1	0.611	0.121	0.537	0.35166	0.088
SHIN_B_CELL_LYMPHOMA_CLUSTER_9	19	http://www.broadinstitute.org/gsea/msigdb/cards/SHIN_B_CELL_LYMPHOMA_CLUSTER_9	-0.54412	-1.3459	0.08519	0.49949	1	0.368	0.135	0.319	0.35974	0.091
NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON	36	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON	-0.53404	-1.3458	0.1573	0.49581	1	0.611	0.243	0.464	0.35748	0.089
PID_DELTA_NP63_PATHWAY	45	http://www.broadinstitute.org/gsea/msigdb/cards/PID_DELTA_NP63_PATHWAY	-0.43643	-1.3405	0.1062	0.51008	1	0.244	0.0714	0.228	0.36945	0.096
KAMMINGA_EZH2_TARGETS	41	http://www.broadinstitute.org/gsea/msigdb/cards/KAMMINGA_EZH2_TARGETS	-0.62112	-1.3398	0.1815	0.50835	1	0.463	0.0773	0.428	0.36803	0.095
WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN	335	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN	-0.42055	-1.3391	0.1512	0.50701	1	0.334	0.124	0.298	0.36811	0.094
BLUM_RESPONSE_TO_SALIRASIB_DN	335	http://www.broadinstitute.org/gsea/msigdb/cards/BLUM_RESPONSE_TO_SALIRASIB_DN	-0.43447	-1.339	0.1373	0.50342	1	0.272	0.0597	0.26	0.36547	0.092
WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP	248	http://www.broadinstitute.org/gsea/msigdb/cards/WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP	-0.41502	-1.3379	0.1235	0.50334	1	0.375	0.145	0.324	0.36612	0.09
BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_UP	45	http://www.broadinstitute.org/gsea/msigdb/cards/BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_UP	-0.45533	-1.3279	0.1292	0.53321	1	0.356	0.0978	0.321	0.38851	0.111
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP	37	http://www.broadinstitute.org/gsea/msigdb/cards/SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP	-0.47991	-1.3271	0.152	0.53201	1	0.324	0.069	0.302	0.38908	0.11
REACTOME_MITOTIC_PROMETAPHASE	81	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MITOTIC_PROMETAPHASE	-0.48616	-1.325	0.1892	0.53509	1	0.296	0.0793	0.274	0.39018	0.112
BURTON_ADIPOGENESIS_PEAK_AT_16HR	40	http://www.broadinstitute.org/gsea/msigdb/cards/BURTON_ADIPOGENESIS_PEAK_AT_16HR	-0.5129	-1.3224	0.1601	0.54014	1	0.55	0.136	0.476	0.39566	0.114
MORI_MATURE_B_LYMPHOCYTE_DN	70	http://www.broadinstitute.org/gsea/msigdb/cards/MORI_MATURE_B_LYMPHOCYTE_DN	-0.45465	-1.3199	0.1215	0.54449	1	0.3	0.0714	0.28	0.39811	0.118
MANALO_HYPOXIA_DN	267	http://www.broadinstitute.org/gsea/msigdb/cards/MANALO_HYPOXIA_DN	-0.46045	-1.3198	0.1882	0.54087	1	0.333	0.122	0.296	0.39548	0.114
REACTOME_RNA_POL_I_PROMOTER_OPENING	37	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RNA_POL_I_PROMOTER_OPENING	-0.56855	-1.3195	0.1811	0.53828	1	0.486	0.238	0.372	0.39521	0.113
PYEON_HPV_POSITIVE_TUMORS_UP	93	http://www.broadinstitute.org/gsea/msigdb/cards/PYEON_HPV_POSITIVE_TUMORS_UP	-0.51816	-1.3184	0.196	0.53788	1	0.376	0.101	0.34	0.39514	0.113
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	154	http://www.broadinstitute.org/gsea/msigdb/cards/LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	-0.49572	-1.315	0.1793	0.54594	1	0.357	0.0836	0.33	0.3997	0.118
JAEGER_METASTASIS_UP	41	http://www.broadinstitute.org/gsea/msigdb/cards/JAEGER_METASTASIS_UP	-0.53006	-1.314	0.157	0.54522	1	0.439	0.0945	0.398	0.40198	0.117
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	42	http://www.broadinstitute.org/gsea/msigdb/cards/SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	-0.49732	-1.3112	0.1733	0.551	1	0.262	0.0599	0.247	0.40627	0.121
JEON_SMAD6_TARGETS_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/JEON_SMAD6_TARGETS_DN	-0.60621	-1.3096	0.1739	0.55239	1	0.474	0.109	0.422	0.40714	0.122
MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN	20	http://www.broadinstitute.org/gsea/msigdb/cards/MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN	-0.48739	-1.3086	0.1736	0.55208	1	0.4	0.136	0.346	0.40889	0.122
XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_DN	25	http://www.broadinstitute.org/gsea/msigdb/cards/XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_DN	-0.53001	-1.3073	0.1409	0.55266	1	0.32	0.035	0.309	0.40965	0.122
TERAMOTO_OPN_TARGETS_CLUSTER_7	19	http://www.broadinstitute.org/gsea/msigdb/cards/TERAMOTO_OPN_TARGETS_CLUSTER_7	-0.55336	-1.3032	0.1529	0.56233	1	0.368	0.0828	0.338	0.41668	0.126
FUJII_YBX1_TARGETS_DN	195	http://www.broadinstitute.org/gsea/msigdb/cards/FUJII_YBX1_TARGETS_DN	-0.50017	-1.3028	0.1881	0.56009	1	0.431	0.0941	0.394	0.41599	0.125
WHITFIELD_CELL_CYCLE_G2	168	http://www.broadinstitute.org/gsea/msigdb/cards/WHITFIELD_CELL_CYCLE_G2	-0.42761	-1.3025	0.1497	0.5571	1	0.327	0.0848	0.302	0.41339	0.123
GOUYER_TATI_TARGETS_DN	15	http://www.broadinstitute.org/gsea/msigdb/cards/GOUYER_TATI_TARGETS_DN	-0.62306	-1.3007	0.1802	0.55958	1	0.467	0.0727	0.433	0.41824	0.122
NIKOLSKY_BREAST_CANCER_5P15_AMPLICON	24	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_5P15_AMPLICON	-0.48174	-1.2968	0.1638	0.56896	1	0.333	0.119	0.294	0.42554	0.13
LY_AGING_PREMATURE_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/LY_AGING_PREMATURE_DN	-0.55945	-1.2964	0.1807	0.56652	1	0.345	0.0655	0.323	0.42546	0.127
NEMETH_INFLAMMATORY_RESPONSE_LPS_DN	32	http://www.broadinstitute.org/gsea/msigdb/cards/NEMETH_INFLAMMATORY_RESPONSE_LPS_DN	-0.41829	-1.2947	0.09148	0.56867	1	0.312	0.0816	0.287	0.42644	0.129
CHEN_ETV5_TARGETS_TESTIS	21	http://www.broadinstitute.org/gsea/msigdb/cards/CHEN_ETV5_TARGETS_TESTIS	-0.59117	-1.287	0.2012	0.59121	1	0.429	0.0723	0.398	0.44979	0.138
LU_TUMOR_ANGIOGENESIS_UP	25	http://www.broadinstitute.org/gsea/msigdb/cards/LU_TUMOR_ANGIOGENESIS_UP	-0.54996	-1.2851	0.1785	0.59365	1	0.48	0.0828	0.441	0.44934	0.14
RIZ_ERYTHROID_DIFFERENTIATION	73	http://www.broadinstitute.org/gsea/msigdb/cards/RIZ_ERYTHROID_DIFFERENTIATION	-0.4224	-1.2813	0.1765	0.60304	1	0.315	0.104	0.283	0.45927	0.146
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP	32	http://www.broadinstitute.org/gsea/msigdb/cards/CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP	-0.46427	-1.281	0.2159	0.59999	1	0.406	0.188	0.33	0.45712	0.143
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	23	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	-0.51666	-1.2787	0.1723	0.60412	1	0.435	0.256	0.324	0.45944	0.146
MITSIADES_RESPONSE_TO_APLIDIN_DN	241	http://www.broadinstitute.org/gsea/msigdb/cards/MITSIADES_RESPONSE_TO_APLIDIN_DN	-0.44294	-1.2785	0.202	0.60114	1	0.261	0.0509	0.251	0.45714	0.144
PID_AURORA_A_PATHWAY	30	http://www.broadinstitute.org/gsea/msigdb/cards/PID_AURORA_A_PATHWAY	-0.45364	-1.278	0.1409	0.59881	1	0.267	0.059	0.251	0.45533	0.142
REACTOME_DNA_STRAND_ELONGATION	30	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DNA_STRAND_ELONGATION	-0.52273	-1.2765	0.2244	0.60008	1	0.433	0.121	0.381	0.45821	0.141
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_UP	17	http://www.broadinstitute.org/gsea/msigdb/cards/GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_UP	-0.56162	-1.2712	0.2214	0.61411	1	0.412	0.0909	0.375	0.46919	0.15
MARKS_HDAC_TARGETS_DN	15	http://www.broadinstitute.org/gsea/msigdb/cards/MARKS_HDAC_TARGETS_DN	-0.54997	-1.2708	0.1656	0.61155	1	0.4	0.0517	0.38	0.46777	0.148
WHITFIELD_CELL_CYCLE_G2_M	202	http://www.broadinstitute.org/gsea/msigdb/cards/WHITFIELD_CELL_CYCLE_G2_M	-0.39846	-1.2707	0.1702	0.60823	1	0.317	0.106	0.286	0.46522	0.145
SA_G1_AND_S_PHASES	15	http://www.broadinstitute.org/gsea/msigdb/cards/SA_G1_AND_S_PHASES	-0.52446	-1.2676	0.1532	0.61489	1	0.667	0.238	0.508	0.47253	0.15
BIOCARTA_CELLCYCLE_PATHWAY	23	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CELLCYCLE_PATHWAY	-0.50566	-1.2674	0.176	0.61204	1	0.348	0.0517	0.33	0.46964	0.149
TENEDINI_MEGAKARYOCYTE_MARKERS	65	http://www.broadinstitute.org/gsea/msigdb/cards/TENEDINI_MEGAKARYOCYTE_MARKERS	-0.40917	-1.266	0.154	0.61328	1	0.262	0.0908	0.239	0.47003	0.148
REACTOME_G2_M_CHECKPOINTS	40	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_G2_M_CHECKPOINTS	-0.53296	-1.2651	0.2374	0.61238	1	0.45	0.121	0.396	0.46836	0.148
FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_DN	85	http://www.broadinstitute.org/gsea/msigdb/cards/FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_DN	-0.39398	-1.2621	0.167	0.61898	1	0.235	0.0904	0.215	0.47689	0.153
FUKUSHIMA_TNFSF11_TARGETS	16	http://www.broadinstitute.org/gsea/msigdb/cards/FUKUSHIMA_TNFSF11_TARGETS	-0.49073	-1.2599	0.204	0.62262	1	0.438	0.143	0.375	0.48381	0.154
KORKOLA_CORRELATED_WITH_POU5F1	33	http://www.broadinstitute.org/gsea/msigdb/cards/KORKOLA_CORRELATED_WITH_POU5F1	-0.45285	-1.2581	0.1434	0.62507	1	0.455	0.189	0.369	0.485	0.157
CUI_TCF21_TARGETS_2_UP	412	http://www.broadinstitute.org/gsea/msigdb/cards/CUI_TCF21_TARGETS_2_UP	-0.3493	-1.2561	0.1176	0.62822	1	0.306	0.125	0.273	0.48766	0.156
NIKOLSKY_BREAST_CANCER_16P13_AMPLICON	108	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_16P13_AMPLICON	-0.4572	-1.2553	0.2297	0.62758	1	0.454	0.255	0.34	0.48706	0.156
PID_BARD1_PATHWAY	29	http://www.broadinstitute.org/gsea/msigdb/cards/PID_BARD1_PATHWAY	-0.51984	-1.2549	0.2259	0.62509	1	0.345	0.059	0.325	0.48526	0.154
SERVITJA_LIVER_HNF1A_TARGETS_UP	128	http://www.broadinstitute.org/gsea/msigdb/cards/SERVITJA_LIVER_HNF1A_TARGETS_UP	-0.36945	-1.2541	0.1317	0.62418	1	0.281	0.0793	0.261	0.48661	0.154
BURTON_ADIPOGENESIS_4	44	http://www.broadinstitute.org/gsea/msigdb/cards/BURTON_ADIPOGENESIS_4	-0.37093	-1.2535	0.1459	0.62263	1	0.295	0.0957	0.268	0.48518	0.152
LU_TUMOR_VASCULATURE_UP	29	http://www.broadinstitute.org/gsea/msigdb/cards/LU_TUMOR_VASCULATURE_UP	-0.55885	-1.2526	0.2041	0.62179	1	0.414	0.0828	0.38	0.48537	0.152
MIKKELSEN_MEF_LCP_WITH_H3K27ME3	60	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_MEF_LCP_WITH_H3K27ME3	-0.46401	-1.2522	0.229	0.61958	1	0.383	0.255	0.286	0.48311	0.149
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	66	http://www.broadinstitute.org/gsea/msigdb/cards/SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	-0.40229	-1.2517	0.1304	0.61788	1	0.242	0.0442	0.232	0.48145	0.147
DUAN_PRDM5_TARGETS	70	http://www.broadinstitute.org/gsea/msigdb/cards/DUAN_PRDM5_TARGETS	-0.37261	-1.2508	0.1621	0.61728	1	0.343	0.127	0.3	0.48166	0.147
SANSOM_APC_TARGETS_REQUIRE_MYC	186	http://www.broadinstitute.org/gsea/msigdb/cards/SANSOM_APC_TARGETS_REQUIRE_MYC	-0.34456	-1.2487	0.1335	0.62101	1	0.333	0.146	0.287	0.485	0.15
HORIUCHI_WTAP_TARGETS_DN	291	http://www.broadinstitute.org/gsea/msigdb/cards/HORIUCHI_WTAP_TARGETS_DN	-0.44072	-1.2469	0.2153	0.62328	1	0.302	0.0699	0.285	0.48741	0.15
RUIZ_TNC_TARGETS_DN	133	http://www.broadinstitute.org/gsea/msigdb/cards/RUIZ_TNC_TARGETS_DN	-0.46106	-1.245	0.2372	0.62603	1	0.398	0.0924	0.364	0.48922	0.151
ZHENG_GLIOBLASTOMA_PLASTICITY_UP	238	http://www.broadinstitute.org/gsea/msigdb/cards/ZHENG_GLIOBLASTOMA_PLASTICITY_UP	-0.37711	-1.2424	0.1748	0.63117	1	0.315	0.104	0.286	0.49263	0.153
PEART_HDAC_PROLIFERATION_CLUSTER_DN	74	http://www.broadinstitute.org/gsea/msigdb/cards/PEART_HDAC_PROLIFERATION_CLUSTER_DN	-0.39573	-1.24	0.1934	0.63564	1	0.311	0.108	0.278	0.49752	0.156
JIANG_TIP30_TARGETS_DN	22	http://www.broadinstitute.org/gsea/msigdb/cards/JIANG_TIP30_TARGETS_DN	-0.47318	-1.2385	0.1842	0.63678	1	0.545	0.251	0.409	0.49807	0.156
PID_ATR_PATHWAY	38	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ATR_PATHWAY	-0.46633	-1.2371	0.239	0.63771	1	0.289	0.0599	0.273	0.49997	0.157
MIKKELSEN_ES_ICP_WITH_H3K27ME3	37	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_ES_ICP_WITH_H3K27ME3	-0.4443	-1.2349	0.1886	0.64136	1	0.459	0.254	0.343	0.50518	0.157
YAMASHITA_LIVER_CANCER_STEM_CELL_UP	45	http://www.broadinstitute.org/gsea/msigdb/cards/YAMASHITA_LIVER_CANCER_STEM_CELL_UP	-0.38195	-1.2329	0.1281	0.64465	1	0.422	0.131	0.368	0.50909	0.158
VERRECCHIA_RESPONSE_TO_TGFB1_C5	20	http://www.broadinstitute.org/gsea/msigdb/cards/VERRECCHIA_RESPONSE_TO_TGFB1_C5	-0.45317	-1.2317	0.2266	0.64521	1	0.35	0.149	0.298	0.5092	0.159
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	56	http://www.broadinstitute.org/gsea/msigdb/cards/PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	-0.49052	-1.2243	0.268	0.66667	1	0.375	0.0903	0.342	0.52744	0.177
WILLIAMS_ESR1_TARGETS_UP	26	http://www.broadinstitute.org/gsea/msigdb/cards/WILLIAMS_ESR1_TARGETS_UP	-0.44218	-1.224	0.2058	0.6644	1	0.423	0.116	0.374	0.527	0.174
FOURNIER_ACINAR_DEVELOPMENT_LATE_2	263	http://www.broadinstitute.org/gsea/msigdb/cards/FOURNIER_ACINAR_DEVELOPMENT_LATE_2	-0.41613	-1.2212	0.2447	0.67023	1	0.281	0.0816	0.262	0.53146	0.18
THILLAINADESAN_ZNF217_TARGETS_UP	42	http://www.broadinstitute.org/gsea/msigdb/cards/THILLAINADESAN_ZNF217_TARGETS_UP	-0.4424	-1.2203	0.2353	0.6696	1	0.357	0.0846	0.328	0.53157	0.178
SHIN_B_CELL_LYMPHOMA_CLUSTER_8	35	http://www.broadinstitute.org/gsea/msigdb/cards/SHIN_B_CELL_LYMPHOMA_CLUSTER_8	-0.45634	-1.22	0.2108	0.66721	1	0.314	0.119	0.277	0.52911	0.176
AUNG_GASTRIC_CANCER	51	http://www.broadinstitute.org/gsea/msigdb/cards/AUNG_GASTRIC_CANCER	-0.33609	-1.2189	0.1372	0.66741	1	0.157	0.0534	0.149	0.53163	0.174
WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1	26	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1	-0.48403	-1.2179	0.2136	0.66723	1	0.269	0.123	0.236	0.53154	0.173
PID_E2F_PATHWAY	74	http://www.broadinstitute.org/gsea/msigdb/cards/PID_E2F_PATHWAY	-0.41445	-1.2159	0.2406	0.67018	1	0.243	0.0678	0.228	0.53252	0.176
WANG_METASTASIS_OF_BREAST_CANCER_ESR1_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_METASTASIS_OF_BREAST_CANCER_ESR1_UP	-0.47065	-1.2121	0.2358	0.67978	1	0.4	0.0816	0.368	0.54051	0.185
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A5	62	http://www.broadinstitute.org/gsea/msigdb/cards/SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A5	-0.36764	-1.2115	0.2038	0.67832	1	0.516	0.257	0.384	0.54245	0.181
NIKOLSKY_BREAST_CANCER_21Q22_AMPLICON	15	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_21Q22_AMPLICON	-0.52984	-1.2104	0.2593	0.67841	1	0.6	0.282	0.431	0.54126	0.18
ROLEF_GLIS3_TARGETS	37	http://www.broadinstitute.org/gsea/msigdb/cards/ROLEF_GLIS3_TARGETS	-0.39191	-1.2095	0.1534	0.67778	1	0.324	0.119	0.286	0.54141	0.179
BERNARD_PPAPDC1B_TARGETS_DN	55	http://www.broadinstitute.org/gsea/msigdb/cards/BERNARD_PPAPDC1B_TARGETS_DN	-0.37227	-1.2073	0.1581	0.68149	1	0.309	0.1	0.279	0.54471	0.184
ZHAN_LATE_DIFFERENTIATION_GENES_DN	15	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_LATE_DIFFERENTIATION_GENES_DN	-0.57068	-1.2059	0.251	0.68284	1	0.333	0.0481	0.318	0.5462	0.184
ALCALAY_AML_BY_NPM1_LOCALIZATION_DN	182	http://www.broadinstitute.org/gsea/msigdb/cards/ALCALAY_AML_BY_NPM1_LOCALIZATION_DN	-0.35868	-1.2054	0.165	0.6812	1	0.258	0.0699	0.242	0.5449	0.184
KAUFFMANN_DNA_REPLICATION_GENES	139	http://www.broadinstitute.org/gsea/msigdb/cards/KAUFFMANN_DNA_REPLICATION_GENES	-0.35616	-1.2047	0.2485	0.68016	1	0.309	0.127	0.272	0.54306	0.183
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN	40	http://www.broadinstitute.org/gsea/msigdb/cards/STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN	-0.48994	-1.2036	0.2796	0.68063	1	0.525	0.137	0.454	0.54376	0.183
KANG_AR_TARGETS_UP	17	http://www.broadinstitute.org/gsea/msigdb/cards/KANG_AR_TARGETS_UP	-0.53515	-1.2028	0.2768	0.67983	1	0.471	0.118	0.415	0.54251	0.183
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	34	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	-0.49654	-1.1989	0.2753	0.68955	1	0.471	0.139	0.406	0.55106	0.19
YE_METASTATIC_LIVER_CANCER	25	http://www.broadinstitute.org/gsea/msigdb/cards/YE_METASTATIC_LIVER_CANCER	-0.41764	-1.1981	0.2058	0.6888	1	0.32	0.0976	0.289	0.55067	0.19
KEGG_CELL_CYCLE	122	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_CELL_CYCLE	-0.40265	-1.1976	0.2729	0.68717	1	0.254	0.0699	0.238	0.55026	0.189
BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP	49	http://www.broadinstitute.org/gsea/msigdb/cards/BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP	-0.49486	-1.1973	0.2826	0.68499	1	0.245	0.0129	0.242	0.54818	0.187
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN	73	http://www.broadinstitute.org/gsea/msigdb/cards/KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN	-0.40554	-1.1971	0.2505	0.68243	1	0.233	0.0928	0.212	0.54559	0.185
PID_AURORA_B_PATHWAY	39	http://www.broadinstitute.org/gsea/msigdb/cards/PID_AURORA_B_PATHWAY	-0.46379	-1.1949	0.2744	0.68317	1	0.333	0.0598	0.314	0.54837	0.184
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_4	15	http://www.broadinstitute.org/gsea/msigdb/cards/YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_4	-0.42056	-1.1949	0.2544	0.68636	1	0.333	0.227	0.258	0.55096	0.188
LINDGREN_BLADDER_CANCER_CLUSTER_3_UP	306	http://www.broadinstitute.org/gsea/msigdb/cards/LINDGREN_BLADDER_CANCER_CLUSTER_3_UP	-0.40446	-1.1911	0.2619	0.69245	1	0.284	0.0909	0.262	0.55657	0.19
HUANG_GATA2_TARGETS_DN	66	http://www.broadinstitute.org/gsea/msigdb/cards/HUANG_GATA2_TARGETS_DN	-0.35368	-1.1911	0.183	0.68923	1	0.47	0.215	0.37	0.55398	0.189
NIKOLSKY_BREAST_CANCER_12Q24_AMPLICON	15	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_12Q24_AMPLICON	-0.451	-1.191	0.2401	0.68632	1	0.533	0.24	0.405	0.55183	0.186
AIGNER_ZEB1_TARGETS	35	http://www.broadinstitute.org/gsea/msigdb/cards/AIGNER_ZEB1_TARGETS	-0.44662	-1.1893	0.2505	0.68857	1	0.314	0.103	0.282	0.55432	0.187
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	62	http://www.broadinstitute.org/gsea/msigdb/cards/HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	-0.41075	-1.1881	0.2378	0.68935	1	0.226	0.0508	0.215	0.55431	0.188
SU_PLACENTA	29	http://www.broadinstitute.org/gsea/msigdb/cards/SU_PLACENTA	-0.45801	-1.188	0.25	0.68678	1	0.345	0.0936	0.313	0.55281	0.187
PID_FANCONI_PATHWAY	45	http://www.broadinstitute.org/gsea/msigdb/cards/PID_FANCONI_PATHWAY	-0.41703	-1.187	0.261	0.68682	1	0.244	0.0525	0.232	0.55393	0.186
