GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
KEGG_ALLOGRAFT_REJECTION	32	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ALLOGRAFT_REJECTION	-0.53911	-1.3962	0.09903	0.57315	1	0.656	0.381	0.407	0.44576	0.136
MIKKELSEN_MEF_LCP_WITH_H3K4ME3	122	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_MEF_LCP_WITH_H3K4ME3	-0.35446	-1.3947	0.1175	0.57671	1	0.18	0.0951	0.164	0.45185	0.136
KANNAN_TP53_TARGETS_DN	21	http://www.broadinstitute.org/gsea/msigdb/cards/KANNAN_TP53_TARGETS_DN	-0.38242	-1.3935	0.102	0.57849	1	0.286	0.126	0.25	0.45258	0.136
BURTON_ADIPOGENESIS_PEAK_AT_2HR	50	http://www.broadinstitute.org/gsea/msigdb/cards/BURTON_ADIPOGENESIS_PEAK_AT_2HR	-0.58613	-1.3926	0.1881	0.57982	1	0.56	0.235	0.429	0.4566	0.137
PID_FRA_PATHWAY	35	http://www.broadinstitute.org/gsea/msigdb/cards/PID_FRA_PATHWAY	-0.46459	-1.3925	0.1525	0.57789	1	0.429	0.226	0.332	0.45494	0.136
HOLLEMAN_ASPARAGINASE_RESISTANCE_ALL_UP	22	http://www.broadinstitute.org/gsea/msigdb/cards/HOLLEMAN_ASPARAGINASE_RESISTANCE_ALL_UP	-0.40987	-1.3918	0.1164	0.57887	1	0.227	0.103	0.204	0.45483	0.138
LEE_LIVER_CANCER_ACOX1_UP	60	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_LIVER_CANCER_ACOX1_UP	-0.38404	-1.3907	0.06371	0.58052	1	0.367	0.217	0.288	0.45864	0.139
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	44	http://www.broadinstitute.org/gsea/msigdb/cards/GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	-0.43811	-1.3906	0.07724	0.57869	1	0.409	0.163	0.343	0.45699	0.138
SESTO_RESPONSE_TO_UV_C1	70	http://www.broadinstitute.org/gsea/msigdb/cards/SESTO_RESPONSE_TO_UV_C1	-0.37045	-1.3903	0.07505	0.57757	1	0.271	0.17	0.226	0.45535	0.138
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN	54	http://www.broadinstitute.org/gsea/msigdb/cards/SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN	-0.40641	-1.39	0.08135	0.57667	1	0.574	0.362	0.367	0.45577	0.138
PID_ARF6_PATHWAY	35	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ARF6_PATHWAY	-0.38746	-1.3898	0.1198	0.57539	1	0.543	0.334	0.362	0.45483	0.137
SCHRAETS_MLL_TARGETS_DN	32	http://www.broadinstitute.org/gsea/msigdb/cards/SCHRAETS_MLL_TARGETS_DN	-0.47374	-1.3896	0.1323	0.57394	1	0.375	0.144	0.322	0.45322	0.135
ZHAN_MULTIPLE_MYELOMA_MF_UP	43	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_MULTIPLE_MYELOMA_MF_UP	-0.41198	-1.3894	0.03953	0.57269	1	0.488	0.239	0.372	0.45357	0.135
LU_TUMOR_ENDOTHELIAL_MARKERS_UP	22	http://www.broadinstitute.org/gsea/msigdb/cards/LU_TUMOR_ENDOTHELIAL_MARKERS_UP	-0.60771	-1.3891	0.1182	0.57181	1	0.591	0.17	0.491	0.45347	0.135
GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN	82	http://www.broadinstitute.org/gsea/msigdb/cards/GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN	-0.45526	-1.3886	0.1724	0.57147	1	0.39	0.201	0.313	0.45188	0.135
HUMMERICH_BENIGN_SKIN_TUMOR_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/HUMMERICH_BENIGN_SKIN_TUMOR_DN	-0.48436	-1.3883	0.123	0.56884	1	0.5	0.293	0.354	0.45006	0.135
NIKOLSKY_BREAST_CANCER_7P22_AMPLICON	35	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_7P22_AMPLICON	-0.49579	-1.3883	0.1047	0.57069	1	0.743	0.409	0.44	0.45164	0.135
RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_DN	-0.39752	-1.3878	0.06008	0.5685	1	0.345	0.185	0.281	0.44909	0.134
MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	130	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	-0.39418	-1.3876	0.05192	0.56743	1	0.569	0.36	0.366	0.44788	0.134
IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_UP	24	http://www.broadinstitute.org/gsea/msigdb/cards/IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_UP	-0.46736	-1.3874	0.1132	0.56608	1	0.292	0.13	0.254	0.44634	0.134
BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE	74	http://www.broadinstitute.org/gsea/msigdb/cards/BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE	-0.48729	-1.3867	0.154	0.56635	1	0.446	0.247	0.337	0.44787	0.134
CORRE_MULTIPLE_MYELOMA_UP	66	http://www.broadinstitute.org/gsea/msigdb/cards/CORRE_MULTIPLE_MYELOMA_UP	-0.44001	-1.3856	0.1217	0.5687	1	0.606	0.341	0.4	0.44717	0.136
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	169	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	-0.34254	-1.3848	0.01336	0.56942	1	0.515	0.378	0.322	0.45076	0.137
WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_DN	24	http://www.broadinstitute.org/gsea/msigdb/cards/WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_DN	-0.44061	-1.3844	0.137	0.56875	1	0.542	0.333	0.362	0.45097	0.136
OKAWA_NEUROBLASTOMA_1P36_31_DELETION	22	http://www.broadinstitute.org/gsea/msigdb/cards/OKAWA_NEUROBLASTOMA_1P36_31_DELETION	-0.48002	-1.3842	0.07185	0.56735	1	0.773	0.422	0.447	0.44951	0.134
CHANDRAN_METASTASIS_TOP50_DN	45	http://www.broadinstitute.org/gsea/msigdb/cards/CHANDRAN_METASTASIS_TOP50_DN	-0.3963	-1.3839	0.1082	0.56641	1	0.289	0.157	0.244	0.4492	0.134
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_UP	22	http://www.broadinstitute.org/gsea/msigdb/cards/HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_UP	-0.49828	-1.3831	0.1448	0.56747	1	0.273	0.0684	0.254	0.45311	0.136
VERHAAK_GLIOBLASTOMA_MESENCHYMAL	207	http://www.broadinstitute.org/gsea/msigdb/cards/VERHAAK_GLIOBLASTOMA_MESENCHYMAL	-0.41669	-1.383	0.1479	0.56613	1	0.425	0.254	0.32	0.45159	0.136
ROZANOV_MMP14_TARGETS_SUBSET	33	http://www.broadinstitute.org/gsea/msigdb/cards/ROZANOV_MMP14_TARGETS_SUBSET	-0.52183	-1.3827	0.1716	0.56534	1	0.455	0.223	0.354	0.45155	0.137
GAVIN_PDE3B_TARGETS	21	http://www.broadinstitute.org/gsea/msigdb/cards/GAVIN_PDE3B_TARGETS	-0.58788	-1.3803	0.159	0.57182	1	0.619	0.298	0.435	0.45748	0.138
URS_ADIPOCYTE_DIFFERENTIATION_DN	30	http://www.broadinstitute.org/gsea/msigdb/cards/URS_ADIPOCYTE_DIFFERENTIATION_DN	-0.49193	-1.3801	0.1302	0.57089	1	0.667	0.314	0.458	0.45596	0.137
WATTEL_AUTONOMOUS_THYROID_ADENOMA_DN	51	http://www.broadinstitute.org/gsea/msigdb/cards/WATTEL_AUTONOMOUS_THYROID_ADENOMA_DN	-0.45565	-1.3797	0.1736	0.57023	1	0.51	0.272	0.372	0.4579	0.137
LEE_AGING_CEREBELLUM_UP	82	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_AGING_CEREBELLUM_UP	-0.37246	-1.3779	0.1141	0.57452	1	0.402	0.277	0.292	0.45809	0.139
STREICHER_LSM1_TARGETS_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/STREICHER_LSM1_TARGETS_DN	-0.44294	-1.3774	0.1315	0.57231	1	0.684	0.399	0.411	0.45669	0.138
NOUSHMEHR_GBM_SILENCED_BY_METHYLATION	47	http://www.broadinstitute.org/gsea/msigdb/cards/NOUSHMEHR_GBM_SILENCED_BY_METHYLATION	-0.36745	-1.3774	0.08745	0.57406	1	0.383	0.235	0.293	0.45813	0.138
SCHLESINGER_H3K27ME3_IN_NORMAL_AND_METHYLATED_IN_CANCER	25	http://www.broadinstitute.org/gsea/msigdb/cards/SCHLESINGER_H3K27ME3_IN_NORMAL_AND_METHYLATED_IN_CANCER	-0.45623	-1.377	0.1193	0.57005	1	0.8	0.459	0.433	0.45463	0.137
KIM_LRRC3B_TARGETS	28	http://www.broadinstitute.org/gsea/msigdb/cards/KIM_LRRC3B_TARGETS	-0.49743	-1.377	0.1741	0.57178	1	0.357	0.155	0.302	0.45611	0.138
TAVOR_CEBPA_TARGETS_UP	47	http://www.broadinstitute.org/gsea/msigdb/cards/TAVOR_CEBPA_TARGETS_UP	-0.47253	-1.3769	0.1483	0.56865	1	0.277	0.109	0.247	0.45406	0.137
BROWNE_HCMV_INFECTION_2HR_UP	38	http://www.broadinstitute.org/gsea/msigdb/cards/BROWNE_HCMV_INFECTION_2HR_UP	-0.52604	-1.3767	0.1468	0.56741	1	0.763	0.279	0.551	0.45346	0.137
DAZARD_RESPONSE_TO_UV_NHEK_UP	231	http://www.broadinstitute.org/gsea/msigdb/cards/DAZARD_RESPONSE_TO_UV_NHEK_UP	-0.32732	-1.3765	0.1141	0.56654	1	0.273	0.183	0.225	0.45326	0.137
GHO_ATF5_TARGETS_DN	15	http://www.broadinstitute.org/gsea/msigdb/cards/GHO_ATF5_TARGETS_DN	-0.50943	-1.3753	0.1853	0.56898	1	0.333	0.137	0.288	0.4569	0.137
YAMASHITA_METHYLATED_IN_PROSTATE_CANCER	53	http://www.broadinstitute.org/gsea/msigdb/cards/YAMASHITA_METHYLATED_IN_PROSTATE_CANCER	-0.42816	-1.3741	0.09515	0.56945	1	0.434	0.255	0.324	0.45985	0.137
LI_INDUCED_T_TO_NATURAL_KILLER_UP	295	http://www.broadinstitute.org/gsea/msigdb/cards/LI_INDUCED_T_TO_NATURAL_KILLER_UP	-0.32136	-1.3741	0.1084	0.57115	1	0.292	0.203	0.235	0.46029	0.137
REACTOME_PD1_SIGNALING	16	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PD1_SIGNALING	-0.58624	-1.3732	0.1585	0.57069	1	0.75	0.348	0.489	0.46098	0.137
DUTTA_APOPTOSIS_VIA_NFKB	33	http://www.broadinstitute.org/gsea/msigdb/cards/DUTTA_APOPTOSIS_VIA_NFKB	-0.45243	-1.3724	0.1059	0.57181	1	0.333	0.145	0.285	0.46293	0.137
QI_PLASMACYTOMA_UP	253	http://www.broadinstitute.org/gsea/msigdb/cards/QI_PLASMACYTOMA_UP	-0.31711	-1.3719	0.104	0.57179	1	0.447	0.337	0.299	0.46496	0.137
REACTOME_BOTULINUM_NEUROTOXICITY	18	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_BOTULINUM_NEUROTOXICITY	-0.49371	-1.3698	0.1346	0.5777	1	0.389	0.167	0.324	0.46925	0.137
WESTON_VEGFA_TARGETS_6HR	57	http://www.broadinstitute.org/gsea/msigdb/cards/WESTON_VEGFA_TARGETS_6HR	-0.50506	-1.3696	0.1409	0.57664	1	0.509	0.24	0.388	0.46854	0.137
NIELSEN_GIST_VS_SYNOVIAL_SARCOMA_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/NIELSEN_GIST_VS_SYNOVIAL_SARCOMA_DN	-0.55488	-1.3695	0.1335	0.5752	1	0.278	0.0654	0.26	0.46707	0.137
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN	15	http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN	-0.63156	-1.3679	0.1339	0.57832	1	0.733	0.287	0.523	0.47113	0.138
WHITE_NEUROBLASTOMA_WITH_1P36.3_DELETION	21	http://www.broadinstitute.org/gsea/msigdb/cards/WHITE_NEUROBLASTOMA_WITH_1P36.3_DELETION	-0.47372	-1.3676	0.08269	0.57805	1	0.762	0.422	0.441	0.47224	0.137
BAELDE_DIABETIC_NEPHROPATHY_UP	82	http://www.broadinstitute.org/gsea/msigdb/cards/BAELDE_DIABETIC_NEPHROPATHY_UP	-0.36519	-1.3672	0.05066	0.57765	1	0.5	0.366	0.318	0.47167	0.137
MA_MYELOID_DIFFERENTIATION_DN	44	http://www.broadinstitute.org/gsea/msigdb/cards/MA_MYELOID_DIFFERENTIATION_DN	-0.41585	-1.3667	0.1774	0.57737	1	0.545	0.315	0.374	0.47063	0.137
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN	45	http://www.broadinstitute.org/gsea/msigdb/cards/BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN	-0.41288	-1.3657	0.1394	0.57924	1	0.689	0.41	0.407	0.47174	0.137
NOJIMA_SFRP2_TARGETS_UP	30	http://www.broadinstitute.org/gsea/msigdb/cards/NOJIMA_SFRP2_TARGETS_UP	-0.45885	-1.3651	0.1924	0.5795	1	0.533	0.308	0.369	0.47149	0.137
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP	-0.39733	-1.3644	0.1328	0.5804	1	0.399	0.238	0.306	0.47308	0.137
ZHANG_GATA6_TARGETS_DN	62	http://www.broadinstitute.org/gsea/msigdb/cards/ZHANG_GATA6_TARGETS_DN	-0.3314	-1.3642	0.04906	0.5796	1	0.468	0.357	0.301	0.47163	0.136
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	190	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	-0.30762	-1.3624	0.01679	0.58357	1	0.479	0.378	0.3	0.4736	0.137
PHONG_TNF_TARGETS_UP	61	http://www.broadinstitute.org/gsea/msigdb/cards/PHONG_TNF_TARGETS_UP	-0.51628	-1.3617	0.221	0.5845	1	0.41	0.138	0.354	0.47511	0.137
HENDRICKS_SMARCA4_TARGETS_DN	49	http://www.broadinstitute.org/gsea/msigdb/cards/HENDRICKS_SMARCA4_TARGETS_DN	-0.37677	-1.3611	0.1134	0.5846	1	0.592	0.348	0.387	0.47525	0.137
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN	51	http://www.broadinstitute.org/gsea/msigdb/cards/TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN	-0.44028	-1.3603	0.1356	0.58568	1	0.314	0.143	0.269	0.47561	0.136
DORN_ADENOVIRUS_INFECTION_12HR_UP	29	http://www.broadinstitute.org/gsea/msigdb/cards/DORN_ADENOVIRUS_INFECTION_12HR_UP	-0.46882	-1.36	0.1891	0.58526	1	0.31	0.122	0.273	0.47542	0.136
RICKMAN_METASTASIS_DN	244	http://www.broadinstitute.org/gsea/msigdb/cards/RICKMAN_METASTASIS_DN	-0.31627	-1.3598	0.115	0.58425	1	0.549	0.425	0.319	0.47888	0.136
KYNG_DNA_DAMAGE_BY_4NQO_OR_UV	61	http://www.broadinstitute.org/gsea/msigdb/cards/KYNG_DNA_DAMAGE_BY_4NQO_OR_UV	-0.31221	-1.3596	0.1133	0.58313	1	0.361	0.283	0.259	0.47887	0.136
CHIBA_RESPONSE_TO_TSA	45	http://www.broadinstitute.org/gsea/msigdb/cards/CHIBA_RESPONSE_TO_TSA	-0.39138	-1.3592	0.146	0.58298	1	0.244	0.124	0.215	0.47763	0.136
LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE	49	http://www.broadinstitute.org/gsea/msigdb/cards/LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE	-0.48526	-1.3581	0.1628	0.58322	1	0.469	0.226	0.364	0.47685	0.136
GAJATE_RESPONSE_TO_TRABECTEDIN_UP	64	http://www.broadinstitute.org/gsea/msigdb/cards/GAJATE_RESPONSE_TO_TRABECTEDIN_UP	-0.41969	-1.3581	0.1497	0.58491	1	0.25	0.123	0.22	0.47827	0.136
OHGUCHI_LIVER_HNF4A_TARGETS_DN	143	http://www.broadinstitute.org/gsea/msigdb/cards/OHGUCHI_LIVER_HNF4A_TARGETS_DN	-0.35636	-1.358	0.03922	0.58179	1	0.538	0.423	0.312	0.47544	0.136
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	19	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	-0.43334	-1.3579	0.125	0.58058	1	0.211	0.0483	0.201	0.47443	0.136
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP	163	http://www.broadinstitute.org/gsea/msigdb/cards/TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP	-0.35624	-1.3579	0.1257	0.5789	1	0.356	0.184	0.292	0.47303	0.136
BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	144	http://www.broadinstitute.org/gsea/msigdb/cards/BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	-0.31253	-1.3575	0.1012	0.57826	1	0.306	0.209	0.243	0.47164	0.136
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	17	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	-0.41712	-1.3574	0.1252	0.57691	1	0.529	0.335	0.352	0.47027	0.136
VETTER_TARGETS_OF_PRKCA_AND_ETS1_DN	16	http://www.broadinstitute.org/gsea/msigdb/cards/VETTER_TARGETS_OF_PRKCA_AND_ETS1_DN	-0.45999	-1.3569	0.0791	0.57708	1	0.438	0.201	0.35	0.47021	0.135
GOUYER_TATI_TARGETS_DN	15	http://www.broadinstitute.org/gsea/msigdb/cards/GOUYER_TATI_TARGETS_DN	-0.51906	-1.3567	0.1091	0.57613	1	0.867	0.423	0.5	0.46885	0.135
RASHI_RESPONSE_TO_IONIZING_RADIATION_6	79	http://www.broadinstitute.org/gsea/msigdb/cards/RASHI_RESPONSE_TO_IONIZING_RADIATION_6	-0.35964	-1.3556	0.1491	0.57843	1	0.266	0.153	0.226	0.47263	0.135
VANDESLUIS_COMMD1_TARGETS_GROUP_4_UP	19	http://www.broadinstitute.org/gsea/msigdb/cards/VANDESLUIS_COMMD1_TARGETS_GROUP_4_UP	-0.44854	-1.3555	0.09478	0.57693	1	0.474	0.294	0.335	0.47126	0.135
DORN_ADENOVIRUS_INFECTION_24HR_DN	43	http://www.broadinstitute.org/gsea/msigdb/cards/DORN_ADENOVIRUS_INFECTION_24HR_DN	-0.44119	-1.3552	0.1849	0.57639	1	0.279	0.122	0.245	0.47188	0.135
BROWN_MYELOID_CELL_DEVELOPMENT_UP	154	http://www.broadinstitute.org/gsea/msigdb/cards/BROWN_MYELOID_CELL_DEVELOPMENT_UP	-0.35916	-1.3537	0.1122	0.57995	1	0.448	0.303	0.314	0.47472	0.136
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	81	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	-0.36532	-1.353	0.1057	0.58067	1	0.444	0.295	0.314	0.47678	0.136
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	26	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	-0.48009	-1.3523	0.1647	0.58147	1	0.462	0.19	0.374	0.47714	0.136
BIOCARTA_INFLAM_PATHWAY	27	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_INFLAM_PATHWAY	-0.47356	-1.3522	0.09823	0.58015	1	0.37	0.192	0.3	0.47578	0.136
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	45	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-0.48384	-1.3517	0.1143	0.58042	1	0.622	0.368	0.394	0.47672	0.136
KEGG_RETINOL_METABOLISM	51	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_RETINOL_METABOLISM	-0.42633	-1.3516	0.07754	0.57888	1	0.549	0.362	0.351	0.47537	0.136
KEGG_LEISHMANIA_INFECTION	66	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_LEISHMANIA_INFECTION	-0.40913	-1.3514	0.1462	0.57794	1	0.303	0.183	0.248	0.47553	0.136
PID_IL27_PATHWAY	24	http://www.broadinstitute.org/gsea/msigdb/cards/PID_IL27_PATHWAY	-0.42627	-1.3511	0.1379	0.57724	1	0.708	0.403	0.423	0.47419	0.136
YIH_RESPONSE_TO_ARSENITE_C3	35	http://www.broadinstitute.org/gsea/msigdb/cards/YIH_RESPONSE_TO_ARSENITE_C3	-0.36002	-1.3507	0.1033	0.57697	1	0.371	0.26	0.275	0.47374	0.136
LU_TUMOR_VASCULATURE_UP	28	http://www.broadinstitute.org/gsea/msigdb/cards/LU_TUMOR_VASCULATURE_UP	-0.57404	-1.3502	0.1525	0.57725	1	0.607	0.236	0.465	0.47528	0.136
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP	53	http://www.broadinstitute.org/gsea/msigdb/cards/PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP	-0.44946	-1.35	0.1186	0.5762	1	0.302	0.158	0.255	0.47402	0.136
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN	45	http://www.broadinstitute.org/gsea/msigdb/cards/STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN	-0.4182	-1.3499	0.1784	0.57477	1	0.422	0.247	0.319	0.4727	0.136
KEGG_JAK_STAT_SIGNALING_PATHWAY	140	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_JAK_STAT_SIGNALING_PATHWAY	-0.30811	-1.3496	0.04478	0.57262	1	0.421	0.337	0.281	0.47117	0.135
ROY_WOUND_BLOOD_VESSEL_UP	46	http://www.broadinstitute.org/gsea/msigdb/cards/ROY_WOUND_BLOOD_VESSEL_UP	-0.50843	-1.3496	0.196	0.57417	1	0.478	0.199	0.384	0.47248	0.136
VALK_AML_CLUSTER_11	35	http://www.broadinstitute.org/gsea/msigdb/cards/VALK_AML_CLUSTER_11	-0.4127	-1.3496	0.175	0.57111	1	0.657	0.431	0.375	0.46987	0.135
KEGG_AUTOIMMUNE_THYROID_DISEASE	44	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.50839	-1.3495	0.1096	0.56991	1	0.568	0.289	0.405	0.46857	0.135
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN	20	http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN	-0.56734	-1.3491	0.1502	0.5695	1	0.5	0.204	0.398	0.47011	0.136
MIKKELSEN_MCV6_LCP_WITH_H3K4ME3	153	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_MCV6_LCP_WITH_H3K4ME3	-0.31589	-1.348	0.05792	0.57156	1	0.686	0.476	0.362	0.47396	0.135
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	24	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	-0.38055	-1.3479	0.08782	0.57044	1	0.167	0.0483	0.159	0.47266	0.135
LI_INDUCED_T_TO_NATURAL_KILLER_DN	113	http://www.broadinstitute.org/gsea/msigdb/cards/LI_INDUCED_T_TO_NATURAL_KILLER_DN	-0.30144	-1.3478	0.1083	0.56909	1	0.23	0.162	0.194	0.47137	0.133
SU_LIVER	55	http://www.broadinstitute.org/gsea/msigdb/cards/SU_LIVER	-0.42558	-1.3476	0.1337	0.56817	1	0.545	0.321	0.371	0.47009	0.133
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	30	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	-0.32628	-1.3459	0.08637	0.57212	1	0.5	0.381	0.31	0.47127	0.136
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN	109	http://www.broadinstitute.org/gsea/msigdb/cards/ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN	-0.33008	-1.3454	0.08527	0.57214	1	0.422	0.341	0.279	0.47151	0.136
JIANG_TIP30_TARGETS_DN	23	http://www.broadinstitute.org/gsea/msigdb/cards/JIANG_TIP30_TARGETS_DN	-0.431	-1.3444	0.1683	0.57372	1	0.478	0.375	0.299	0.47165	0.136
VANDESLUIS_COMMD1_TARGETS_GROUP_3_DN	35	http://www.broadinstitute.org/gsea/msigdb/cards/VANDESLUIS_COMMD1_TARGETS_GROUP_3_DN	-0.45193	-1.3434	0.1245	0.57549	1	0.429	0.235	0.328	0.47163	0.136
MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_UP	80	http://www.broadinstitute.org/gsea/msigdb/cards/MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_UP	-0.34174	-1.3432	0.1257	0.5746	1	0.562	0.396	0.341	0.47037	0.136
JI_METASTASIS_REPRESSED_BY_STK11	27	http://www.broadinstitute.org/gsea/msigdb/cards/JI_METASTASIS_REPRESSED_BY_STK11	-0.47774	-1.3431	0.1225	0.57331	1	0.778	0.405	0.464	0.46996	0.136
WIERENGA_STAT5A_TARGETS_UP	204	http://www.broadinstitute.org/gsea/msigdb/cards/WIERENGA_STAT5A_TARGETS_UP	-0.31736	-1.343	0.112	0.57217	1	0.48	0.35	0.315	0.46903	0.136
BIOCARTA_STATHMIN_PATHWAY	19	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_STATHMIN_PATHWAY	-0.40517	-1.3427	0.1663	0.5715	1	0.316	0.123	0.277	0.47017	0.136
ZWANG_CLASS_2_TRANSIENTLY_INDUCED_BY_EGF	44	http://www.broadinstitute.org/gsea/msigdb/cards/ZWANG_CLASS_2_TRANSIENTLY_INDUCED_BY_EGF	-0.39771	-1.3425	0.1265	0.57053	1	0.432	0.192	0.349	0.47056	0.136
ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	78	http://www.broadinstitute.org/gsea/msigdb/cards/ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	-0.39186	-1.3415	0.1553	0.57242	1	0.5	0.303	0.349	0.47171	0.136
HANSON_HRAS_SIGNALING_VIA_NFKB	21	http://www.broadinstitute.org/gsea/msigdb/cards/HANSON_HRAS_SIGNALING_VIA_NFKB	-0.38454	-1.3414	0.1605	0.57114	1	0.476	0.331	0.319	0.47046	0.136
