GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
BILANGES_SERUM_RESPONSE_TRANSLATION	36	http://www.broadinstitute.org/gsea/msigdb/cards/BILANGES_SERUM_RESPONSE_TRANSLATION	0.29989	1.0839	0.3831	1	1	0.333	0.223	0.259	1	0.631
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	0.44101	1.0826	0.4343	1	1	0.4	0.134	0.347	1	0.637
PRAMOONJAGO_SOX4_TARGETS_DN	50	http://www.broadinstitute.org/gsea/msigdb/cards/PRAMOONJAGO_SOX4_TARGETS_DN	0.25166	1.0823	0.3236	1	1	0.24	0.131	0.209	1	0.631
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP	84	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP	0.39244	1.0817	0.4192	1	1	0.321	0.148	0.275	1	0.633
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	32	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.34025	1.081	0.3615	1	1	0.312	0.181	0.256	1	0.636
KEGG_ENDOMETRIAL_CANCER	52	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ENDOMETRIAL_CANCER	0.32969	1.0792	0.3892	1	1	0.308	0.196	0.248	1	0.643
KEGG_DNA_REPLICATION	36	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_DNA_REPLICATION	0.31255	1.0791	0.405	1	1	0.25	0.14	0.215	1	0.64
BILBAN_B_CLL_LPL_UP	60	http://www.broadinstitute.org/gsea/msigdb/cards/BILBAN_B_CLL_LPL_UP	0.30141	1.0787	0.377	1	1	0.233	0.135	0.202	1	0.638
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	18	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	0.30227	1.0785	0.3445	1	1	0.111	0.0745	0.103	1	0.635
WENG_POR_TARGETS_GLOBAL_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/WENG_POR_TARGETS_GLOBAL_UP	0.30061	1.0784	0.3577	1	1	1	0.7	0.301	1	0.635
KEGG_INSULIN_SIGNALING_PATHWAY	136	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_INSULIN_SIGNALING_PATHWAY	0.20471	1.0782	0.323	1	1	0.199	0.173	0.165	1	0.634
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	101	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.24441	1.0778	0.3631	1	1	0.208	0.14	0.18	1	0.631
BURTON_ADIPOGENESIS_10	29	http://www.broadinstitute.org/gsea/msigdb/cards/BURTON_ADIPOGENESIS_10	0.37916	1.0775	0.4073	1	1	0.379	0.175	0.313	1	0.63
FARMER_BREAST_CANCER_CLUSTER_7	19	http://www.broadinstitute.org/gsea/msigdb/cards/FARMER_BREAST_CANCER_CLUSTER_7	0.37139	1.0772	0.3701	1	1	0.316	0.161	0.265	1	0.627
JAZAG_TGFB1_SIGNALING_DN	34	http://www.broadinstitute.org/gsea/msigdb/cards/JAZAG_TGFB1_SIGNALING_DN	0.29496	1.077	0.3519	1	1	0.206	0.0857	0.188	1	0.625
PID_HEDGEHOG_GLI_PATHWAY	47	http://www.broadinstitute.org/gsea/msigdb/cards/PID_HEDGEHOG_GLI_PATHWAY	0.28952	1.0766	0.3628	1	1	0.319	0.193	0.258	1	0.624
PID_ALPHA_SYNUCLEIN_PATHWAY	32	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ALPHA_SYNUCLEIN_PATHWAY	0.2578	1.0761	0.3514	1	1	0.0625	0.00599	0.0622	1	0.624
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	62	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.30978	1.0759	0.367	1	1	0.387	0.231	0.298	1	0.623
NIKOLSKY_BREAST_CANCER_12Q13_Q21_AMPLICON	45	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_12Q13_Q21_AMPLICON	0.38152	1.0755	0.376	1	1	0.422	0.197	0.34	1	0.623
BROWNE_HCMV_INFECTION_24HR_UP	141	http://www.broadinstitute.org/gsea/msigdb/cards/BROWNE_HCMV_INFECTION_24HR_UP	0.23483	1.0754	0.3257	1	1	0.184	0.125	0.162	1	0.62
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK	132	http://www.broadinstitute.org/gsea/msigdb/cards/WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK	0.2827	1.0754	0.3693	1	1	0.25	0.166	0.21	1	0.619
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	46	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	0.33759	1.0753	0.3948	1	1	0.391	0.218	0.307	1	0.616
WANG_RESPONSE_TO_FORSKOLIN_UP	23	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_RESPONSE_TO_FORSKOLIN_UP	0.36669	1.0738	0.3642	1	1	0.217	0.0897	0.198	1	0.618
KIM_WT1_TARGETS_DN	433	http://www.broadinstitute.org/gsea/msigdb/cards/KIM_WT1_TARGETS_DN	0.31365	1.0737	0.4147	1	1	0.305	0.171	0.257	1	0.617
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_UP	131	http://www.broadinstitute.org/gsea/msigdb/cards/MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_UP	0.30665	1.0736	0.4004	1	1	0.244	0.132	0.213	1	0.614
ZHANG_TLX_TARGETS_UP	88	http://www.broadinstitute.org/gsea/msigdb/cards/ZHANG_TLX_TARGETS_UP	0.35729	1.0729	0.3733	1	1	0.318	0.187	0.259	1	0.617
ENK_UV_RESPONSE_EPIDERMIS_UP	277	http://www.broadinstitute.org/gsea/msigdb/cards/ENK_UV_RESPONSE_EPIDERMIS_UP	0.19531	1.0727	0.33	1	1	0.181	0.157	0.154	1	0.617
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	16	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.38503	1.0723	0.373	1	1	0.188	0.0346	0.181	1	0.615
GROSS_HYPOXIA_VIA_HIF1A_UP	74	http://www.broadinstitute.org/gsea/msigdb/cards/GROSS_HYPOXIA_VIA_HIF1A_UP	0.28779	1.0722	0.3798	1	1	0.324	0.214	0.256	1	0.608
GENTILE_UV_RESPONSE_CLUSTER_D9	26	http://www.broadinstitute.org/gsea/msigdb/cards/GENTILE_UV_RESPONSE_CLUSTER_D9	0.3259	1.0722	0.3745	1	1	0.269	0.165	0.225	1	0.61
REACTOME_SYNTHESIS_OF_DNA	90	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_DNA	0.27753	1.0718	0.3653	1	1	0.322	0.218	0.253	1	0.607
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP	172	http://www.broadinstitute.org/gsea/msigdb/cards/IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP	0.2357	1.0717	0.3425	1	1	0.18	0.125	0.159	1	0.602
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	26	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.36533	1.0711	0.4175	1	1	0.5	0.232	0.384	1	0.605
HOFMANN_CELL_LYMPHOMA_UP	48	http://www.broadinstitute.org/gsea/msigdb/cards/HOFMANN_CELL_LYMPHOMA_UP	0.31944	1.0698	0.3666	1	1	0.208	0.0794	0.192	1	0.615
SCHUHMACHER_MYC_TARGETS_UP	77	http://www.broadinstitute.org/gsea/msigdb/cards/SCHUHMACHER_MYC_TARGETS_UP	0.28114	1.0696	0.3448	1	1	0.299	0.167	0.25	1	0.608
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	96	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	0.2939	1.0693	0.3515	1	1	0.271	0.142	0.233	1	0.61
HORIUCHI_WTAP_TARGETS_DN	294	http://www.broadinstitute.org/gsea/msigdb/cards/HORIUCHI_WTAP_TARGETS_DN	0.28346	1.0691	0.352	1	1	0.286	0.182	0.236	1	0.605
MCCABE_BOUND_BY_HOXC6	410	http://www.broadinstitute.org/gsea/msigdb/cards/MCCABE_BOUND_BY_HOXC6	0.23214	1.0689	0.3247	1	1	0.224	0.159	0.192	1	0.6
FIGUEROA_AML_METHYLATION_CLUSTER_4_UP	100	http://www.broadinstitute.org/gsea/msigdb/cards/FIGUEROA_AML_METHYLATION_CLUSTER_4_UP	0.24554	1.0677	0.3293	1	1	0.16	0.0963	0.145	1	0.612
KAMIKUBO_MYELOID_MN1_NETWORK	19	http://www.broadinstitute.org/gsea/msigdb/cards/KAMIKUBO_MYELOID_MN1_NETWORK	0.4212	1.0675	0.4297	1	1	0.474	0.199	0.38	1	0.608
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	94	http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	0.30186	1.0671	0.3936	1	1	0.298	0.174	0.247	1	0.605
MEINHOLD_OVARIAN_CANCER_LOW_GRADE_UP	17	http://www.broadinstitute.org/gsea/msigdb/cards/MEINHOLD_OVARIAN_CANCER_LOW_GRADE_UP	0.42079	1.0669	0.3748	1	1	0.294	0.153	0.249	1	0.603
MA_PITUITARY_FETAL_VS_ADULT_UP	28	http://www.broadinstitute.org/gsea/msigdb/cards/MA_PITUITARY_FETAL_VS_ADULT_UP	0.35294	1.0657	0.3883	1	1	0.25	0.0845	0.229	1	0.605
ROME_INSULIN_TARGETS_IN_MUSCLE_UP	416	http://www.broadinstitute.org/gsea/msigdb/cards/ROME_INSULIN_TARGETS_IN_MUSCLE_UP	0.31231	1.0649	0.4338	1	1	0.344	0.206	0.277	1	0.608
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN	471	http://www.broadinstitute.org/gsea/msigdb/cards/DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN	0.43664	1.0644	0.4561	1	1	0.412	0.179	0.344	1	0.609
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	67	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.23303	1.064	0.373	1	1	0.0746	0.0353	0.0722	1	0.609
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP	15	http://www.broadinstitute.org/gsea/msigdb/cards/SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP	0.49625	1.0637	0.4112	1	1	0.333	0.0985	0.301	1	0.606
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	85	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	0.26902	1.0633	0.3611	1	1	0.212	0.147	0.181	1	0.608
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17	173	http://www.broadinstitute.org/gsea/msigdb/cards/YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17	0.22682	1.0626	0.3933	1	1	0.301	0.214	0.238	1	0.608
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	60	http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	0.33954	1.0622	0.3546	1	1	0.133	0.0405	0.128	1	0.608
YEGNASUBRAMANIAN_PROSTATE_CANCER	116	http://www.broadinstitute.org/gsea/msigdb/cards/YEGNASUBRAMANIAN_PROSTATE_CANCER	0.24368	1.062	0.3461	1	1	0.164	0.106	0.147	1	0.608
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	22	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.29332	1.0613	0.3948	1	1	0.409	0.22	0.319	1	0.606
REACTOME_S_PHASE	106	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_S_PHASE	0.27307	1.0608	0.373	1	1	0.311	0.218	0.244	1	0.605
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	38	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.31263	1.0607	0.3748	1	1	0.342	0.194	0.276	1	0.605
JAIN_NFKB_SIGNALING	73	http://www.broadinstitute.org/gsea/msigdb/cards/JAIN_NFKB_SIGNALING	0.3119	1.0594	0.4183	1	1	0.301	0.159	0.254	1	0.607
KEGG_SELENOAMINO_ACID_METABOLISM	26	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_SELENOAMINO_ACID_METABOLISM	0.24963	1.0592	0.3717	1	1	0.269	0.172	0.223	1	0.607
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN	482	http://www.broadinstitute.org/gsea/msigdb/cards/STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN	0.24498	1.0591	0.4056	1	1	0.22	0.169	0.186	1	0.605
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	33	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.24254	1.0581	0.3832	1	1	0.152	0.0717	0.141	1	0.609
CAIRO_PML_TARGETS_BOUND_BY_MYC_UP	23	http://www.broadinstitute.org/gsea/msigdb/cards/CAIRO_PML_TARGETS_BOUND_BY_MYC_UP	0.36314	1.0576	0.3988	1	1	0.391	0.196	0.315	1	0.606
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	93	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	0.322	1.0573	0.4196	1	1	0.441	0.243	0.335	1	0.606
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	54	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	0.32769	1.057	0.4136	1	1	0.37	0.218	0.29	1	0.606
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_DN	129	http://www.broadinstitute.org/gsea/msigdb/cards/TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_DN	0.21112	1.0564	0.3671	1	1	0.14	0.109	0.125	1	0.605
MARTINEZ_RESPONSE_TO_TRABECTEDIN_DN	261	http://www.broadinstitute.org/gsea/msigdb/cards/MARTINEZ_RESPONSE_TO_TRABECTEDIN_DN	0.35003	1.0555	0.4558	1	1	0.437	0.212	0.348	1	0.605
MISSIAGLIA_REGULATED_BY_METHYLATION_DN	116	http://www.broadinstitute.org/gsea/msigdb/cards/MISSIAGLIA_REGULATED_BY_METHYLATION_DN	0.2867	1.0545	0.3969	1	1	0.319	0.198	0.257	1	0.611
REACTOME_ER_PHAGOSOME_PATHWAY	56	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ER_PHAGOSOME_PATHWAY	0.30777	1.0543	0.4062	1	1	0.357	0.218	0.28	1	0.609
IKEDA_MIR133_TARGETS_UP	43	http://www.broadinstitute.org/gsea/msigdb/cards/IKEDA_MIR133_TARGETS_UP	0.41024	1.0541	0.4393	1	1	0.512	0.244	0.387	1	0.604
FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP	152	http://www.broadinstitute.org/gsea/msigdb/cards/FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP	0.29583	1.0533	0.3723	1	1	0.191	0.123	0.168	1	0.602
CHESLER_BRAIN_QTL_CIS	71	http://www.broadinstitute.org/gsea/msigdb/cards/CHESLER_BRAIN_QTL_CIS	0.2847	1.0533	0.3896	1	1	0.225	0.124	0.198	1	0.605
MORI_LARGE_PRE_BII_LYMPHOCYTE_UP	84	http://www.broadinstitute.org/gsea/msigdb/cards/MORI_LARGE_PRE_BII_LYMPHOCYTE_UP	0.27161	1.0528	0.3988	1	1	0.226	0.171	0.188	1	0.603
GARY_CD5_TARGETS_DN	415	http://www.broadinstitute.org/gsea/msigdb/cards/GARY_CD5_TARGETS_DN	0.34146	1.0521	0.4414	1	1	0.39	0.199	0.318	1	0.611
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	44	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.29593	1.0515	0.4632	1	1	0.341	0.215	0.268	1	0.61
BIOCARTA_ATM_PATHWAY	20	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_ATM_PATHWAY	0.38463	1.0514	0.4135	1	1	0.4	0.196	0.322	1	0.604
PID_ARF_3PATHWAY	19	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ARF_3PATHWAY	0.33454	1.0514	0.406	1	1	0.316	0.202	0.252	1	0.602
RAO_BOUND_BY_SALL4_ISOFORM_B	489	http://www.broadinstitute.org/gsea/msigdb/cards/RAO_BOUND_BY_SALL4_ISOFORM_B	0.26807	1.0502	0.3928	1	1	0.27	0.175	0.227	1	0.612
MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN	0.38392	1.0495	0.4124	1	1	0.316	0.156	0.267	1	0.612
COLLIS_PRKDC_REGULATORS	15	http://www.broadinstitute.org/gsea/msigdb/cards/COLLIS_PRKDC_REGULATORS	0.35193	1.0487	0.4102	1	1	0.333	0.178	0.274	1	0.613
HEDENFALK_BREAST_CANCER_BRCA1_VS_BRCA2	154	http://www.broadinstitute.org/gsea/msigdb/cards/HEDENFALK_BREAST_CANCER_BRCA1_VS_BRCA2	0.27006	1.0484	0.4107	1	1	0.279	0.19	0.227	1	0.612
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_UP	29	http://www.broadinstitute.org/gsea/msigdb/cards/NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_UP	0.3209	1.0482	0.3934	1	1	0.345	0.187	0.281	1	0.608
RICKMAN_HEAD_AND_NECK_CANCER_A	95	http://www.broadinstitute.org/gsea/msigdb/cards/RICKMAN_HEAD_AND_NECK_CANCER_A	0.29444	1.0482	0.3964	1	1	0.232	0.143	0.199	1	0.604
BIOCARTA_NOS1_PATHWAY	22	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_NOS1_PATHWAY	0.31777	1.0477	0.3696	1	1	0.182	0.0797	0.167	1	0.605
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.40163	1.0475	0.39	1	1	0.2	0.0346	0.193	1	0.609
BENPORATH_OCT4_TARGETS	278	http://www.broadinstitute.org/gsea/msigdb/cards/BENPORATH_OCT4_TARGETS	0.3065	1.0471	0.4278	1	1	0.284	0.163	0.241	1	0.606
HELLER_HDAC_TARGETS_UP	288	http://www.broadinstitute.org/gsea/msigdb/cards/HELLER_HDAC_TARGETS_UP	0.2166	1.0471	0.3702	1	1	0.16	0.113	0.143	1	0.602
WIERENGA_PML_INTERACTOME	41	http://www.broadinstitute.org/gsea/msigdb/cards/WIERENGA_PML_INTERACTOME	0.30425	1.0471	0.432	1	1	0.244	0.14	0.21	1	0.595
BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_DN	0.29006	1.0469	0.435	1	1	0.358	0.192	0.292	1	0.597
WANG_LMO4_TARGETS_UP	341	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_LMO4_TARGETS_UP	0.28517	1.0468	0.4422	1	1	0.308	0.196	0.251	1	0.595
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP	63	http://www.broadinstitute.org/gsea/msigdb/cards/MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP	0.32646	1.0466	0.4081	1	1	0.381	0.186	0.311	1	0.592
BIOCARTA_HCMV_PATHWAY	17	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_HCMV_PATHWAY	0.37863	1.0465	0.41	1	1	1	0.622	0.379	1	0.591
MILI_PSEUDOPODIA_HAPTOTAXIS_UP	492	http://www.broadinstitute.org/gsea/msigdb/cards/MILI_PSEUDOPODIA_HAPTOTAXIS_UP	0.43008	1.0464	0.484	1	1	0.459	0.201	0.374	1	0.584
BROWNE_HCMV_INFECTION_6HR_DN	151	http://www.broadinstitute.org/gsea/msigdb/cards/BROWNE_HCMV_INFECTION_6HR_DN	0.35047	1.0448	0.4458	1	1	0.311	0.159	0.263	1	0.595
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	65	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.30673	1.0443	0.4216	1	1	0.338	0.218	0.265	1	0.593
MAHADEVAN_IMATINIB_RESISTANCE_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/MAHADEVAN_IMATINIB_RESISTANCE_UP	0.39548	1.0443	0.3646	1	1	0.35	0.072	0.325	1	0.595
WIKMAN_ASBESTOS_LUNG_CANCER_UP	17	http://www.broadinstitute.org/gsea/msigdb/cards/WIKMAN_ASBESTOS_LUNG_CANCER_UP	0.45236	1.0442	0.4343	1	1	0.471	0.186	0.383	1	0.583
JISON_SICKLE_CELL_DISEASE_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/JISON_SICKLE_CELL_DISEASE_DN	0.27547	1.0442	0.4309	1	1	0.29	0.174	0.241	1	0.589
KEGG_PURINE_METABOLISM	152	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PURINE_METABOLISM	0.19174	1.0439	0.4202	1	1	0.217	0.172	0.181	1	0.581
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	35	http://www.broadinstitute.org/gsea/msigdb/cards/SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	0.30839	1.0432	0.3954	1	1	0.229	0.114	0.203	1	0.578
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP	35	http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP	0.3138	1.0432	0.3922	1	1	0.171	0.0796	0.158	1	0.583
MARKS_ACETYLATED_NON_HISTONE_PROTEINS	15	http://www.broadinstitute.org/gsea/msigdb/cards/MARKS_ACETYLATED_NON_HISTONE_PROTEINS	0.28287	1.0432	0.3653	1	1	0.2	0.0861	0.183	1	0.585
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	23	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.31565	1.0429	0.4079	1	1	0.348	0.215	0.273	1	0.574
BILD_CTNNB1_ONCOGENIC_SIGNATURE	78	http://www.broadinstitute.org/gsea/msigdb/cards/BILD_CTNNB1_ONCOGENIC_SIGNATURE	0.419	1.0421	0.497	1	1	0.462	0.173	0.383	1	0.579
REACTOME_MITOTIC_G1_G1_S_PHASES	128	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MITOTIC_G1_G1_S_PHASES	0.26223	1.0418	0.3909	1	1	0.266	0.192	0.216	1	0.578
CHEN_HOXA5_TARGETS_9HR_UP	212	http://www.broadinstitute.org/gsea/msigdb/cards/CHEN_HOXA5_TARGETS_9HR_UP	0.36969	1.0398	0.4614	1	1	0.396	0.184	0.326	1	0.586
REACTOME_DEVELOPMENTAL_BIOLOGY	383	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DEVELOPMENTAL_BIOLOGY	0.21918	1.0396	0.3988	1	1	0.146	0.114	0.131	1	0.582
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	318	http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	0.25353	1.0394	0.4118	1	1	0.211	0.158	0.18	1	0.584
FIGUEROA_AML_METHYLATION_CLUSTER_1_UP	111	http://www.broadinstitute.org/gsea/msigdb/cards/FIGUEROA_AML_METHYLATION_CLUSTER_1_UP	0.25184	1.0391	0.4049	1	1	0.153	0.0748	0.142	1	0.584
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	20	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	0.31656	1.0379	0.4168	1	1	0.45	0.22	0.351	1	0.584
CHOI_ATL_CHRONIC_VS_ACUTE_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/CHOI_ATL_CHRONIC_VS_ACUTE_DN	0.42397	1.0379	0.462	1	1	0.444	0.205	0.354	1	0.587
HUMMEL_BURKITTS_LYMPHOMA_UP	38	http://www.broadinstitute.org/gsea/msigdb/cards/HUMMEL_BURKITTS_LYMPHOMA_UP	0.32697	1.0367	0.3992	1	1	0.132	0.0318	0.128	1	0.588
GABRIELY_MIR21_TARGETS	281	http://www.broadinstitute.org/gsea/msigdb/cards/GABRIELY_MIR21_TARGETS	0.44796	1.0357	0.4813	1	1	0.445	0.195	0.362	1	0.592
TERAO_AOX4_TARGETS_HG_UP	28	http://www.broadinstitute.org/gsea/msigdb/cards/TERAO_AOX4_TARGETS_HG_UP	0.32778	1.0354	0.4333	1	1	0.464	0.251	0.348	1	0.59
BIOCARTA_AT1R_PATHWAY	33	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_AT1R_PATHWAY	0.3277	1.035	0.4542	1	1	0.455	0.222	0.354	1	0.583
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.32499	1.035	0.4245	1	1	0.4	0.22	0.312	1	0.589
