GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
WEINMANN_ADAPTATION_TO_HYPOXIA_DN	39	http://www.broadinstitute.org/gsea/msigdb/cards/WEINMANN_ADAPTATION_TO_HYPOXIA_DN	-0.48615	-1.4273	0.09939	0.35645	1	0.436	0.152	0.37	0.24217	0.049
PARK_TRETINOIN_RESPONSE_AND_RARA_PLZF_FUSION	22	http://www.broadinstitute.org/gsea/msigdb/cards/PARK_TRETINOIN_RESPONSE_AND_RARA_PLZF_FUSION	-0.47302	-1.4256	0.101	0.35935	1	0.409	0.243	0.31	0.24384	0.049
DOANE_RESPONSE_TO_ANDROGEN_DN	232	http://www.broadinstitute.org/gsea/msigdb/cards/DOANE_RESPONSE_TO_ANDROGEN_DN	-0.34672	-1.4249	0.04836	0.35957	1	0.241	0.144	0.208	0.24382	0.05
APPIERTO_RESPONSE_TO_FENRETINIDE_UP	38	http://www.broadinstitute.org/gsea/msigdb/cards/APPIERTO_RESPONSE_TO_FENRETINIDE_UP	-0.40904	-1.4249	0.07445	0.36019	1	0.526	0.312	0.362	0.24429	0.05
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP	17	http://www.broadinstitute.org/gsea/msigdb/cards/SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP	-0.58557	-1.4244	0.1475	0.36013	1	0.294	0.11	0.262	0.24458	0.05
BURTON_ADIPOGENESIS_1	33	http://www.broadinstitute.org/gsea/msigdb/cards/BURTON_ADIPOGENESIS_1	-0.56509	-1.4229	0.1551	0.36268	1	0.606	0.294	0.428	0.24707	0.051
ZHAN_MULTIPLE_MYELOMA_MF_UP	43	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_MULTIPLE_MYELOMA_MF_UP	-0.42639	-1.4218	0.06	0.36443	1	0.512	0.274	0.372	0.2467	0.052
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	243	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.37356	-1.4217	0.05545	0.36384	1	0.333	0.224	0.261	0.24622	0.052
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_2FC_DN	21	http://www.broadinstitute.org/gsea/msigdb/cards/SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_2FC_DN	-0.55917	-1.4213	0.08317	0.36414	1	0.571	0.171	0.474	0.24607	0.052
OSADA_ASCL1_TARGETS_DN	24	http://www.broadinstitute.org/gsea/msigdb/cards/OSADA_ASCL1_TARGETS_DN	-0.53603	-1.4212	0.06415	0.36369	1	0.417	0.133	0.362	0.24559	0.052
DER_IFN_BETA_RESPONSE_UP	99	http://www.broadinstitute.org/gsea/msigdb/cards/DER_IFN_BETA_RESPONSE_UP	-0.49006	-1.421	0.1248	0.36341	1	0.414	0.192	0.336	0.24513	0.051
HOSHIDA_LIVER_CANCER_SURVIVAL_UP	73	http://www.broadinstitute.org/gsea/msigdb/cards/HOSHIDA_LIVER_CANCER_SURVIVAL_UP	-0.402	-1.421	0.08893	0.36271	1	0.466	0.285	0.334	0.24466	0.051
DELACROIX_RAR_BOUND_ES	434	http://www.broadinstitute.org/gsea/msigdb/cards/DELACROIX_RAR_BOUND_ES	-0.25872	-1.4204	0.03145	0.3631	1	0.263	0.229	0.206	0.24656	0.051
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_UP	64	http://www.broadinstitute.org/gsea/msigdb/cards/DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_UP	-0.35103	-1.4202	0.09603	0.36289	1	0.484	0.377	0.303	0.24609	0.049
VANDESLUIS_COMMD1_TARGETS_GROUP_4_UP	19	http://www.broadinstitute.org/gsea/msigdb/cards/VANDESLUIS_COMMD1_TARGETS_GROUP_4_UP	-0.44449	-1.4198	0.06061	0.36308	1	0.526	0.302	0.368	0.24586	0.05
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6	17	http://www.broadinstitute.org/gsea/msigdb/cards/KYNG_RESPONSE_TO_H2O2_VIA_ERCC6	-0.4647	-1.4193	0.1137	0.36344	1	0.176	0.0543	0.167	0.24665	0.049
KEGG_LYSOSOME	116	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_LYSOSOME	-0.30678	-1.4179	0.07816	0.36586	1	0.491	0.387	0.303	0.24864	0.052
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	169	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	-0.34375	-1.4179	0.0123	0.36535	1	0.408	0.292	0.291	0.24907	0.051
SESTO_RESPONSE_TO_UV_C4	20	http://www.broadinstitute.org/gsea/msigdb/cards/SESTO_RESPONSE_TO_UV_C4	-0.4767	-1.4178	0.1104	0.36477	1	0.4	0.167	0.333	0.2486	0.051
CHANG_POU5F1_TARGETS_UP	15	http://www.broadinstitute.org/gsea/msigdb/cards/CHANG_POU5F1_TARGETS_UP	-0.59193	-1.4176	0.09766	0.36447	1	0.533	0.147	0.455	0.24813	0.051
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN	49	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN	-0.38029	-1.4173	0.04651	0.36459	1	0.51	0.334	0.34	0.24766	0.051
MISSIAGLIA_REGULATED_BY_METHYLATION_DN	116	http://www.broadinstitute.org/gsea/msigdb/cards/MISSIAGLIA_REGULATED_BY_METHYLATION_DN	-0.55586	-1.4167	0.1777	0.36528	1	0.319	0.095	0.29	0.25077	0.051
LIAN_LIPA_TARGETS_6M	72	http://www.broadinstitute.org/gsea/msigdb/cards/LIAN_LIPA_TARGETS_6M	-0.45343	-1.4152	0.09072	0.36788	1	0.333	0.161	0.28	0.25261	0.051
BIOCARTA_CELLCYCLE_PATHWAY	23	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CELLCYCLE_PATHWAY	-0.51047	-1.4151	0.1198	0.36754	1	0.522	0.233	0.4	0.25214	0.051
BROWNE_HCMV_INFECTION_4HR_DN	245	http://www.broadinstitute.org/gsea/msigdb/cards/BROWNE_HCMV_INFECTION_4HR_DN	-0.26869	-1.4148	0.03462	0.36741	1	0.273	0.23	0.213	0.25166	0.052
REACTOME_MEIOSIS	91	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MEIOSIS	-0.49242	-1.4145	0.08678	0.3674	1	0.418	0.179	0.344	0.25163	0.052
REACTOME_BOTULINUM_NEUROTOXICITY	18	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_BOTULINUM_NEUROTOXICITY	-0.52554	-1.4144	0.1061	0.3663	1	0.389	0.208	0.308	0.25068	0.051
CHEN_ETV5_TARGETS_TESTIS	22	http://www.broadinstitute.org/gsea/msigdb/cards/CHEN_ETV5_TARGETS_TESTIS	-0.59261	-1.4144	0.1203	0.36691	1	0.273	0.0349	0.263	0.25115	0.051
CHANG_IMMORTALIZED_BY_HPV31_DN	63	http://www.broadinstitute.org/gsea/msigdb/cards/CHANG_IMMORTALIZED_BY_HPV31_DN	-0.46372	-1.4138	0.08577	0.36667	1	0.349	0.109	0.312	0.25095	0.051
STEIN_ESR1_TARGETS	83	http://www.broadinstitute.org/gsea/msigdb/cards/STEIN_ESR1_TARGETS	-0.40134	-1.4136	0.09165	0.36652	1	0.277	0.162	0.233	0.25048	0.05
AMIT_SERUM_RESPONSE_240_MCF10A	56	http://www.broadinstitute.org/gsea/msigdb/cards/AMIT_SERUM_RESPONSE_240_MCF10A	-0.43111	-1.4132	0.09446	0.36675	1	0.482	0.252	0.362	0.25018	0.051
LU_TUMOR_VASCULATURE_UP	28	http://www.broadinstitute.org/gsea/msigdb/cards/LU_TUMOR_VASCULATURE_UP	-0.57005	-1.413	0.1045	0.36639	1	0.536	0.215	0.421	0.2499	0.05
KORKOLA_TERATOMA	39	http://www.broadinstitute.org/gsea/msigdb/cards/KORKOLA_TERATOMA	-0.49994	-1.4108	0.04255	0.37064	1	0.385	0.109	0.343	0.25455	0.054
PID_NFKAPPAB_ATYPICAL_PATHWAY	16	http://www.broadinstitute.org/gsea/msigdb/cards/PID_NFKAPPAB_ATYPICAL_PATHWAY	-0.50108	-1.4102	0.08755	0.37123	1	0.688	0.374	0.431	0.2544	0.054
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	45	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-0.51002	-1.4081	0.101	0.37512	1	0.356	0.19	0.289	0.25678	0.055
REACTOME_RNA_POL_I_TRANSCRIPTION	65	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RNA_POL_I_TRANSCRIPTION	-0.5009	-1.4064	0.09671	0.37833	1	0.4	0.17	0.333	0.26051	0.055
FRASOR_TAMOXIFEN_RESPONSE_UP	51	http://www.broadinstitute.org/gsea/msigdb/cards/FRASOR_TAMOXIFEN_RESPONSE_UP	-0.36324	-1.4048	0.07059	0.38114	1	0.588	0.348	0.384	0.2622	0.056
DAUER_STAT3_TARGETS_DN	50	http://www.broadinstitute.org/gsea/msigdb/cards/DAUER_STAT3_TARGETS_DN	-0.55299	-1.4042	0.1628	0.38191	1	0.42	0.158	0.354	0.26385	0.056
CHICAS_RB1_TARGETS_GROWING	233	http://www.broadinstitute.org/gsea/msigdb/cards/CHICAS_RB1_TARGETS_GROWING	-0.4859	-1.4041	0.05964	0.38133	1	0.391	0.149	0.336	0.26336	0.056
BROWNE_HCMV_INFECTION_10HR_UP	95	http://www.broadinstitute.org/gsea/msigdb/cards/BROWNE_HCMV_INFECTION_10HR_UP	-0.38688	-1.404	0.08932	0.38091	1	0.326	0.211	0.258	0.26288	0.056
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_DN	-0.50889	-1.4037	0.102	0.38105	1	0.333	0.16	0.28	0.2624	0.055
ABBUD_LIF_SIGNALING_1_UP	45	http://www.broadinstitute.org/gsea/msigdb/cards/ABBUD_LIF_SIGNALING_1_UP	-0.4085	-1.4034	0.1012	0.3809	1	0.511	0.273	0.372	0.26192	0.055
MARKS_HDAC_TARGETS_UP	23	http://www.broadinstitute.org/gsea/msigdb/cards/MARKS_HDAC_TARGETS_UP	-0.49405	-1.403	0.1026	0.38106	1	0.348	0.185	0.284	0.26148	0.056
LUCAS_HNF4A_TARGETS_UP	56	http://www.broadinstitute.org/gsea/msigdb/cards/LUCAS_HNF4A_TARGETS_UP	-0.3672	-1.4028	0.07258	0.38083	1	0.446	0.336	0.297	0.26426	0.056
RIZ_ERYTHROID_DIFFERENTIATION	72	http://www.broadinstitute.org/gsea/msigdb/cards/RIZ_ERYTHROID_DIFFERENTIATION	-0.43196	-1.4022	0.1408	0.38165	1	0.389	0.244	0.295	0.26552	0.056
KORKOLA_CORRELATED_WITH_POU5F1	33	http://www.broadinstitute.org/gsea/msigdb/cards/KORKOLA_CORRELATED_WITH_POU5F1	-0.43852	-1.4009	0.1191	0.38378	1	0.242	0.18	0.199	0.26536	0.055
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN	51	http://www.broadinstitute.org/gsea/msigdb/cards/TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN	-0.43135	-1.4006	0.08398	0.38375	1	0.235	0.0616	0.221	0.26653	0.055
ZHANG_TLX_TARGETS_36HR_UP	211	http://www.broadinstitute.org/gsea/msigdb/cards/ZHANG_TLX_TARGETS_36HR_UP	-0.2846	-1.4004	0.08794	0.3836	1	0.355	0.296	0.252	0.26636	0.055
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	31	http://www.broadinstitute.org/gsea/msigdb/cards/STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	-0.44345	-1.4003	0.072	0.38306	1	0.258	0.118	0.228	0.26588	0.055
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	157	http://www.broadinstitute.org/gsea/msigdb/cards/HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	-0.53194	-1.4001	0.1746	0.38278	1	0.389	0.181	0.32	0.2654	0.055
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	25	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	-0.47228	-1.3997	0.1217	0.38307	1	0.28	0.142	0.24	0.26552	0.055
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	16	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	-0.54027	-1.3995	0.09293	0.38225	1	0.125	0.00381	0.125	0.26508	0.055
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	21	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	-0.47544	-1.3995	0.08967	0.38286	1	0.19	0.0936	0.173	0.26556	0.055
SHIN_B_CELL_LYMPHOMA_CLUSTER_5	17	http://www.broadinstitute.org/gsea/msigdb/cards/SHIN_B_CELL_LYMPHOMA_CLUSTER_5	-0.47121	-1.3992	0.07231	0.38206	1	0.647	0.32	0.44	0.26461	0.055
LIU_PROSTATE_CANCER_UP	89	http://www.broadinstitute.org/gsea/msigdb/cards/LIU_PROSTATE_CANCER_UP	-0.36535	-1.3982	0.1221	0.38361	1	0.393	0.25	0.296	0.26653	0.055
SCHOEN_NFKB_SIGNALING	33	http://www.broadinstitute.org/gsea/msigdb/cards/SCHOEN_NFKB_SIGNALING	-0.57862	-1.3977	0.156	0.38418	1	0.697	0.255	0.52	0.26765	0.055
WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1	27	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1	-0.40648	-1.3971	0.1237	0.38466	1	0.296	0.245	0.224	0.26717	0.055
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN	44	http://www.broadinstitute.org/gsea/msigdb/cards/BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN	-0.3733	-1.3969	0.07952	0.38377	1	0.227	0.106	0.204	0.26622	0.055
FERRANDO_HOX11_NEIGHBORS	23	http://www.broadinstitute.org/gsea/msigdb/cards/FERRANDO_HOX11_NEIGHBORS	-0.47177	-1.3969	0.1151	0.38445	1	0.391	0.27	0.286	0.2667	0.055
KAUFFMANN_MELANOMA_RELAPSE_UP	59	http://www.broadinstitute.org/gsea/msigdb/cards/KAUFFMANN_MELANOMA_RELAPSE_UP	-0.63989	-1.3965	0.1783	0.384	1	0.542	0.15	0.462	0.26845	0.055
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_UP	19	http://www.broadinstitute.org/gsea/msigdb/cards/SMID_BREAST_CANCER_RELAPSE_IN_LUNG_UP	-0.52912	-1.3962	0.09149	0.38412	1	0.421	0.108	0.376	0.26816	0.055
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	68	http://www.broadinstitute.org/gsea/msigdb/cards/SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	-0.38055	-1.3961	0.06827	0.38298	1	0.441	0.271	0.322	0.26722	0.055
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN	53	http://www.broadinstitute.org/gsea/msigdb/cards/MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN	-0.67137	-1.3961	0.135	0.38357	1	0.509	0.112	0.453	0.26769	0.055
JAEGER_METASTASIS_DN	252	http://www.broadinstitute.org/gsea/msigdb/cards/JAEGER_METASTASIS_DN	-0.33806	-1.3953	0.05274	0.38402	1	0.321	0.23	0.25	0.2682	0.055
DAWSON_METHYLATED_IN_LYMPHOMA_TCL1	56	http://www.broadinstitute.org/gsea/msigdb/cards/DAWSON_METHYLATED_IN_LYMPHOMA_TCL1	-0.37118	-1.3945	0.0668	0.3852	1	0.571	0.346	0.375	0.26939	0.055
SESTO_RESPONSE_TO_UV_C1	70	http://www.broadinstitute.org/gsea/msigdb/cards/SESTO_RESPONSE_TO_UV_C1	-0.41505	-1.394	0.08537	0.38578	1	0.443	0.263	0.327	0.2709	0.055
DORN_ADENOVIRUS_INFECTION_24HR_DN	43	http://www.broadinstitute.org/gsea/msigdb/cards/DORN_ADENOVIRUS_INFECTION_24HR_DN	-0.44538	-1.3933	0.1647	0.38664	1	0.535	0.298	0.376	0.27085	0.055
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	49	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	-0.53301	-1.393	0.1063	0.38674	1	0.429	0.124	0.376	0.27038	0.055
KAMMINGA_EZH2_TARGETS	41	http://www.broadinstitute.org/gsea/msigdb/cards/KAMMINGA_EZH2_TARGETS	-0.66076	-1.393	0.179	0.38606	1	0.39	0.0535	0.37	0.26991	0.055
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP	123	http://www.broadinstitute.org/gsea/msigdb/cards/KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP	-0.3911	-1.3928	0.07471	0.38578	1	0.398	0.219	0.313	0.26983	0.055
PATTERSON_DOCETAXEL_RESISTANCE	28	http://www.broadinstitute.org/gsea/msigdb/cards/PATTERSON_DOCETAXEL_RESISTANCE	-0.3927	-1.3926	0.1235	0.38565	1	0.321	0.207	0.255	0.27026	0.055
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	118	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	-0.34256	-1.3924	0.06042	0.38539	1	0.237	0.197	0.191	0.27109	0.055
PID_P73PATHWAY	76	http://www.broadinstitute.org/gsea/msigdb/cards/PID_P73PATHWAY	-0.37975	-1.3915	0.1216	0.38688	1	0.355	0.241	0.271	0.27215	0.055
PID_CIRCADIAN_PATHWAY	15	http://www.broadinstitute.org/gsea/msigdb/cards/PID_CIRCADIAN_PATHWAY	-0.47716	-1.3909	0.1071	0.38746	1	0.267	0.135	0.231	0.27419	0.055
FERRANDO_TAL1_NEIGHBORS	18	http://www.broadinstitute.org/gsea/msigdb/cards/FERRANDO_TAL1_NEIGHBORS	-0.48379	-1.3906	0.09901	0.38746	1	0.611	0.372	0.384	0.27464	0.055
FOURNIER_ACINAR_DEVELOPMENT_LATE_2	265	http://www.broadinstitute.org/gsea/msigdb/cards/FOURNIER_ACINAR_DEVELOPMENT_LATE_2	-0.46519	-1.3904	0.138	0.38743	1	0.332	0.143	0.288	0.27417	0.055
KEGG_NITROGEN_METABOLISM	23	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_NITROGEN_METABOLISM	-0.40729	-1.3897	0.1182	0.38813	1	0.261	0.2	0.209	0.27486	0.055
CROMER_METASTASIS_DN	78	http://www.broadinstitute.org/gsea/msigdb/cards/CROMER_METASTASIS_DN	-0.34996	-1.3891	0.1224	0.38897	1	0.5	0.326	0.338	0.27529	0.055
OXFORD_RALA_OR_RALB_TARGETS_UP	47	http://www.broadinstitute.org/gsea/msigdb/cards/OXFORD_RALA_OR_RALB_TARGETS_UP	-0.51667	-1.3885	0.1899	0.38974	1	0.34	0.138	0.294	0.27482	0.055
BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	97	http://www.broadinstitute.org/gsea/msigdb/cards/BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	-0.39583	-1.3882	0.0873	0.38972	1	0.443	0.262	0.328	0.27634	0.055
WEIGEL_OXIDATIVE_STRESS_BY_TBH_AND_H2O2	36	http://www.broadinstitute.org/gsea/msigdb/cards/WEIGEL_OXIDATIVE_STRESS_BY_TBH_AND_H2O2	-0.35034	-1.388	0.09018	0.38944	1	0.306	0.188	0.249	0.27587	0.055
ZHANG_TLX_TARGETS_DN	102	http://www.broadinstitute.org/gsea/msigdb/cards/ZHANG_TLX_TARGETS_DN	-0.33259	-1.3876	0.1225	0.3895	1	0.657	0.485	0.339	0.27723	0.054
GROSS_HYPOXIA_VIA_ELK3_UP	197	http://www.broadinstitute.org/gsea/msigdb/cards/GROSS_HYPOXIA_VIA_ELK3_UP	-0.30983	-1.3875	0.114	0.38924	1	0.381	0.291	0.272	0.27676	0.054
ONO_AML1_TARGETS_UP	23	http://www.broadinstitute.org/gsea/msigdb/cards/ONO_AML1_TARGETS_UP	-0.52448	-1.3873	0.1225	0.38888	1	0.348	0.1	0.313	0.27629	0.054
BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	144	http://www.broadinstitute.org/gsea/msigdb/cards/BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	-0.32867	-1.3872	0.09553	0.38858	1	0.264	0.183	0.217	0.27582	0.054
DANG_MYC_TARGETS_DN	30	http://www.broadinstitute.org/gsea/msigdb/cards/DANG_MYC_TARGETS_DN	-0.39723	-1.3868	0.1312	0.3888	1	0.5	0.355	0.323	0.27536	0.054
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	31	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	-0.38247	-1.3863	0.1257	0.38936	1	0.452	0.3	0.316	0.27523	0.054
MATTIOLI_MGUS_VS_PCL	93	http://www.broadinstitute.org/gsea/msigdb/cards/MATTIOLI_MGUS_VS_PCL	-0.38475	-1.3854	0.1302	0.39048	1	0.376	0.27	0.276	0.27594	0.054
REICHERT_MITOSIS_LIN9_TARGETS	28	http://www.broadinstitute.org/gsea/msigdb/cards/REICHERT_MITOSIS_LIN9_TARGETS	-0.76292	-1.3853	0.1446	0.39001	1	0.607	0.0964	0.549	0.27547	0.054
JIANG_VHL_TARGETS	130	http://www.broadinstitute.org/gsea/msigdb/cards/JIANG_VHL_TARGETS	-0.31514	-1.3847	0.08748	0.3908	1	0.292	0.241	0.223	0.27677	0.054
WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP	-0.63887	-1.3844	0.151	0.39096	1	0.55	0.127	0.481	0.27631	0.054
WU_APOPTOSIS_BY_CDKN1A_VIA_TP53	54	http://www.broadinstitute.org/gsea/msigdb/cards/WU_APOPTOSIS_BY_CDKN1A_VIA_TP53	-0.70859	-1.3843	0.1618	0.39034	1	0.463	0.0565	0.438	0.27585	0.054
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	280	http://www.broadinstitute.org/gsea/msigdb/cards/DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	-0.27052	-1.3841	0.1068	0.3903	1	0.386	0.307	0.27	0.27539	0.054
WONG_IFNA2_RESISTANCE_UP	15	http://www.broadinstitute.org/gsea/msigdb/cards/WONG_IFNA2_RESISTANCE_UP	-0.50807	-1.3837	0.127	0.3904	1	0.267	0.111	0.237	0.27684	0.054
HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP	233	http://www.broadinstitute.org/gsea/msigdb/cards/HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP	-0.39813	-1.3837	0.1299	0.38988	1	0.502	0.328	0.34	0.27637	0.054
HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	74	http://www.broadinstitute.org/gsea/msigdb/cards/HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	-0.48188	-1.3828	0.1411	0.39113	1	0.419	0.21	0.332	0.27832	0.054
DAZARD_UV_RESPONSE_CLUSTER_G2	29	http://www.broadinstitute.org/gsea/msigdb/cards/DAZARD_UV_RESPONSE_CLUSTER_G2	-0.50956	-1.382	0.1182	0.39248	1	0.621	0.258	0.461	0.27907	0.054
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	-0.54109	-1.3816	0.1078	0.39286	1	0.4	0.243	0.303	0.27897	0.054
LI_WILMS_TUMOR_ANAPLASTIC_UP	19	http://www.broadinstitute.org/gsea/msigdb/cards/LI_WILMS_TUMOR_ANAPLASTIC_UP	-0.72738	-1.381	0.1395	0.39368	1	0.579	0.159	0.487	0.27944	0.055
SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE	99	http://www.broadinstitute.org/gsea/msigdb/cards/SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE	-0.37657	-1.3807	0.1164	0.3937	1	0.354	0.227	0.274	0.28134	0.055
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN	-0.33338	-1.3804	0.02863	0.39375	1	0.285	0.176	0.236	0.28106	0.055
REN_BOUND_BY_E2F	60	http://www.broadinstitute.org/gsea/msigdb/cards/REN_BOUND_BY_E2F	-0.60121	-1.3799	0.1705	0.39415	1	0.417	0.139	0.36	0.28178	0.056
PHONG_TNF_RESPONSE_VIA_P38_PARTIAL	158	http://www.broadinstitute.org/gsea/msigdb/cards/PHONG_TNF_RESPONSE_VIA_P38_PARTIAL	-0.40521	-1.3797	0.1456	0.39394	1	0.424	0.27	0.311	0.28204	0.056
YU_MYC_TARGETS_DN	51	http://www.broadinstitute.org/gsea/msigdb/cards/YU_MYC_TARGETS_DN	-0.39956	-1.3795	0.08436	0.39366	1	0.275	0.146	0.235	0.28229	0.056
YANG_BCL3_TARGETS_UP	348	http://www.broadinstitute.org/gsea/msigdb/cards/YANG_BCL3_TARGETS_UP	-0.36637	-1.3795	0.05814	0.39315	1	0.319	0.19	0.262	0.28213	0.054
TIAN_TNF_SIGNALING_VIA_NFKB	27	http://www.broadinstitute.org/gsea/msigdb/cards/TIAN_TNF_SIGNALING_VIA_NFKB	-0.56547	-1.3789	0.1383	0.39382	1	0.593	0.252	0.444	0.28263	0.055
BIOCARTA_MCM_PATHWAY	18	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MCM_PATHWAY	-0.65171	-1.3788	0.1771	0.3928	1	0.778	0.219	0.608	0.28193	0.054
PID_INTEGRIN_A4B1_PATHWAY	33	http://www.broadinstitute.org/gsea/msigdb/cards/PID_INTEGRIN_A4B1_PATHWAY	-0.47969	-1.3788	0.1118	0.39329	1	0.394	0.181	0.323	0.28239	0.054
PLASARI_TGFB1_TARGETS_10HR_UP	195	http://www.broadinstitute.org/gsea/msigdb/cards/PLASARI_TGFB1_TARGETS_10HR_UP	-0.36612	-1.3778	0.1434	0.39432	1	0.359	0.229	0.279	0.28296	0.054
WANG_BARRETTS_ESOPHAGUS_DN	25	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_BARRETTS_ESOPHAGUS_DN	-0.47825	-1.3771	0.1072	0.39463	1	0.28	0.064	0.262	0.28389	0.054
LEE_AGING_NEOCORTEX_UP	87	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_AGING_NEOCORTEX_UP	-0.35049	-1.3771	0.101	0.39525	1	0.414	0.29	0.295	0.28435	0.054
